"conceptTitle","countWork"
"Reactive oxygen species","71"
"Fenton reaction","7"
"Sonodynamic therapy","50"
"Nanotoxicology","3"
"Gene expression","9"
"Epigenetics","14"
"DNA","35"
"DNA methylation","8"
"Histone","6"
"Cancer epigenetics","1"
"Histone methyltransferase","1"
"Histone deacetylase inhibitor","2"
"Histone deacetylase","3"
"Vorinostat","3"
"Epigenetic therapy","7"
"Immune system","180"
"Disease","89"
"Polymer chemistry","31"
"Transcription factor","7"
"Cell cycle","12"
"Metastasis","62"
"Oncogene","4"
"Carcinogenesis","31"
"Methylation","4"
"Acetylation","2"
"Proto-Oncogene Proteins c-myc","1"
"Molecular biology","24"
"RNA","15"
"Oligonucleotide","8"
"microRNA","47"
"Aptamer","30"
"Family medicine","24"
"Prodrug","36"
"Clinical Practice","14"
"Engineering","122"
"Computer science","216"
"Applied mathematics","1"
"Electrical engineering","8"
"Biomedical engineering","139"
"Optical tweezers","1"
"Controllability","1"
"Biochemical engineering","38"
"Nanorobotics","6"
"Microfluidics","5"
"Tweezers","1"
"Oxygen","57"
"Photodynamic therapy","234"
"Photosensitizer","53"
"Singlet oxygen","17"
"Hematoporphyrin","1"
"Malignant cells","2"
"Population","15"
"Environmental health","18"
"Cell","80"
"Microbiology","47"
"Cell membrane","5"
"Antimicrobial","14"
"Cancer cell lines","2"
"Apoptosis","73"
"Master regulator","1"
"Regulator","4"
"Political science","24"
"Law","23"
"Surgery","79"
"Laser","5"
"Randomized controlled trial","7"
"Clinical trial","66"
"MEDLINE","5"
"Stomatitis","1"
"Mucositis","7"
"Low level laser therapy","3"
"Laser therapy","3"
"Cell biology","140"
"Kinase","7"
"Cyclin-dependent kinase 2","4"
"Protein kinase A","3"
"Cyclin-dependent kinase","2"
"Cyclin-dependent kinase 9","1"
"Cancer immunotherapy","118"
"Crosstalk","4"
"Immunotherapy","206"
"Tumor microenvironment","138"
"Distribution (mathematics)","4"
"Ecology","41"
"Repurposing","12"
"Celecoxib","2"
"Drug repositioning","9"
"Precision medicine","27"
"Translational research","5"
"Organoid","4"
"Food and drug administration","4"
"Vaccination","7"
"Drug development","14"
"Cancer vaccine","3"
"Colorectal cancer","25"
"Magnetic nanoparticles","41"
"Dermatology","5"
"Dentistry","1"
"Oral cavity","1"
"Oral hygiene","1"
"Oral Cancers","2"
"Breast cancer","81"
"Metastatic breast cancer","5"
"Systemic therapy","9"
"Polymer","70"
"Chitin","1"
"Chitosan","28"
"Natural polymers","7"
"Phenotype","8"
"Hypoxia (environmental)","29"
"Hypoxia-Inducible Factor 1","1"
"Hypoxia-inducible factors","1"
"Endocrinology","10"
"Glycolysis","6"
"Metabolism","17"
"In vitro","84"
"Mitochondrion","32"
"Oxidative phosphorylation","2"
"Metabolic pathway","3"
"Starvation","6"
"Mathematics education","3"
"Pedagogy","2"
"Art","17"
"Literature","16"
"Narrative","1"
"Narrative inquiry","1"
"Narrative therapy","1"
"Cancer survivor","3"
"Bioenergetics","4"
"Angiogenesis","30"
"Blood vessel","3"
"Neovascularization","2"
"Raman scattering","2"
"Raman spectroscopy","3"
"Surface-enhanced Raman spectroscopy","1"
"Virology","29"
"Oncolytic virus","39"
"Virotherapy","11"
"Psychiatry","20"
"Physical therapy","26"
"Obesity","5"
"Weight loss","2"
"Psychological intervention","10"
"Cancer cachexia","1"
"Cachexia","2"
"Medical nutrition therapy","3"
"Wasting","2"
"Quantum dot","17"
"Biocompatible material","43"
"Composite number","13"
"Carbon quantum dots","3"
"Biomedicine","10"
"Carbon fibers","10"
"Extracellular matrix","10"
"Stem cell","23"
"Tissue engineering","8"
"Self-healing hydrogels","21"
"Regenerative medicine","7"
"Regeneration (biology)","4"
"Omics","6"
"Metabolomics","2"
"Cancer biomarkers","8"
"Personalized medicine","20"
"Social science","23"
"Modalities","22"
"Molecule","30"
"Supramolecular chemistry","27"
"Biomolecule","13"
"Rational design","17"
"Ultrasound","28"
"Microbubbles","6"
"Therapeutic ultrasound","3"
"Sonoporation","1"
"Psychotherapist","30"
"World Wide Web","3"
"Session (web analytics)","2"
"Clinical psychology","5"
"Intervention (counseling)","7"
"Anxiety","4"
"Distress","3"
"Group psychotherapy","2"
"Art therapy","3"
"Guideline","1"
"Enzyme","75"
"Aqueous solution","14"
"Lysosome","5"
"Tumor cells","92"
"Graphene","26"
"Cancer Medicine","9"
"Paleontology","59"
"Operating system","26"
"Statistics","14"
"Context (archaeology)","45"
"Delphi","1"
"Delphi method","1"
"Consensus conference","1"
"Optoelectronics","38"
"Telecommunications","7"
"Cascade","6"
"Chromatography","15"
"Plasmon","5"
"Core (optical fiber)","4"
"Nanoprobe","4"
"Doxorubicin","28"
"Antioxidant","16"
"Quercetin","3"
"Polyethylene glycol","4"
"PEGylation","3"
"Glutathione","25"
"Biophysics","114"
"Doxorubicin Hydrochloride","2"
"Sonication","1"
"Zeta potential","1"
"Nanocapsules","6"
"Heat shock protein","5"
"Hsp90","4"
"Hsp90 inhibitor","1"
"Signal transduction","23"
"Treatment of lung cancer","6"
"Engineering ethics","9"
"Natural (archaeology)","6"
"Messenger RNA","5"
"Genome","3"
"Genomics","2"
"Translation (biology)","5"
"Function (biology)","16"
"Iron oxide nanoparticles","10"
"Magnetic hyperthermia","13"
"Iron oxide","5"
"Magnetic particle imaging","1"
"X-ray","3"
"Medical imaging","5"
"Radiation","2"
"X-Ray Therapy","3"
"Pancreatic cancer","12"
"Small interfering RNA","3"
"Nuclear physics","19"
"Neutron","7"
"Neutron capture","17"
"Drug discovery","19"
"Methyltransferase","3"
"Demethylase","2"
"Druggability","2"
"Coronavirus disease 2019 (COVID-19)","22"
"Infectious disease (medical specialty)","23"
"Pandemic","9"
"Epigenesis","2"
"Evolutionary biology","3"
"Polyphenol","4"
"Human health","3"
"Cyclodextrin","5"
"Molecular recognition","3"
"Etiology","1"
"Risk analysis (engineering)","29"
"Opioid","3"
"Cancer pain","3"
"Niosome","3"
"Microvesicles","31"
"Nanoshell","4"
"Evasion (ethics)","1"
"DNA nanotechnology","1"
"DNA sequencing","1"
"Monoclonal antibody","26"
"Antibody-drug conjugate","6"
"Triple-negative breast cancer","4"
"Melphalan","3"
"Exposome","1"
"Medical therapy","1"
"Celastrol","2"
"Immunity","8"
"Autophagy","27"
"Extracellular vesicles","26"
"Particle therapy","6"
"Carbon Ion Radiotherapy","3"
"Controlled release","3"
"Paclitaxel","13"
"Biopolymer","3"
"Biocomposite","1"
"Metal","19"
"Hydrogen peroxide","17"
"Tumor hypoxia","15"
"Metal ions in aqueous solution","3"
"Hyperthermia","21"
"Pollutant","1"
"Laccase","1"
"Isomerization","1"
"Photoisomerization","1"
"Intracellular","20"
"Oxidative stress","19"
"Glutathione peroxidase","6"
"GPX4","4"
"Micelle","11"
"Cancer chemotherapy","15"
"Peptide","39"
"Cell-penetrating peptide","2"
"Internalization","6"
"Geology","3"
"Geomorphology","1"
"Head and neck","11"
"Head and neck cancer","15"
"Head (geology)","1"
"DNA damage","12"
"Telomere","1"
"Telomerase","1"
"Genome instability","3"
"Cancer imaging","44"
"Gadolinium","3"
"Component (thermodynamics)","2"
"Malignancy","7"
"Lymphatic system","2"
"Radical","18"
"Hydroxyl radical","3"
"Gluconic acid","2"
"Glucose oxidase","17"
"Cyclin-dependent kinase 4","3"
"Photochemistry","62"
"Phototoxicity","6"
"Transporter","7"
"Epitope","2"
"CRISPR","7"
"Artificial intelligence","33"
"Control (management)","5"
"Model predictive control","2"
"Receptor tyrosine kinase","2"
"Tyrosine kinase","10"
"MERTK","1"
"Delivery system","12"
"Cytokine","5"
"Tumor progression","9"
"Secretion","2"
"Homeostasis","4"
"Magnetic resonance imaging","30"
"Molecular imaging","22"
"Optical imaging","2"
"Kidney cancer","3"
"Traditional medicine","34"
"Natural product","8"
"Proteases","2"
"Programmed cell death","25"
"Stereochemistry","16"
"Bcl-xL","1"
"Pharmacophore","3"
"Moiety","1"
"Pharmacokinetics","4"
"Drug resistance","40"
"Chemotherapeutic drugs","8"
"Etoposide","1"
"Teniposide","1"
"Podophyllotoxin","2"
"Mechanism of action","1"
"Microtubule","3"
"Tubulin","3"
"Dual (grammatical number)","17"
"Homing (biology)","5"
"Rehabilitation","2"
"Occupational rehabilitation","1"
"Quality (philosophy)","5"
"Occupational therapy","1"
"Organic molecules","2"
"Mesoporous silica","23"
"Glycosaminoglycan","2"
"CD44","6"
"Lung","1"
"Process (computing)","11"
"Specialty","1"
"Adaptation (eye)","1"
"Radiation oncology","4"
"Elementary particle","1"
"Pencil-beam scanning","3"
"Proton","6"
"Subatomic particle","1"
"Surgical oncology","2"
"Key (lock)","5"
"Protoporphyrin IX","2"
"Cancer stem cell","25"
"Poly ADP ribose polymerase","3"
"PARP inhibitor","2"
"Polymerase","3"
"Cell metabolism","3"
"Cell growth","4"
"VEGF receptors","2"
"Vascular endothelial growth factor","2"
"Effector","6"
"Bispecific antibody","3"
"Ligand (biochemistry)","7"
"Bioconjugation","3"
"DNA repair","5"
"Psychoanalysis","2"
"Gynecology","2"
"Ejaculation","1"
"Sexual dysfunction","1"
"Premature ejaculation","1"
"Testicular cancer","2"
"Music therapy","3"
"Algorithm","4"
"State (computer science)","2"
"Chemical engineering","17"
"Nuclear chemistry","5"
"Cobalt","3"
"Ferrite (magnet)","2"
"Hyperthermia Treatment","1"
"Cell cycle checkpoint","1"
"Antigen","12"
"Peptide vaccine","1"
"Nanogel","5"
"Ion","10"
"Infrared","12"
"Carbon monoxide","3"
"Photon upconversion","6"
"Covalent bond","13"
"Nanoscopic scale","8"
"Gastroenterology","3"
"Complication","3"
"Linker","1"
"Folate receptor","2"
"Proteasome","6"
"Ubiquitin","8"
"Ubiquitin ligase","5"
"Ubiquitin-Protein Ligases","3"
"Multimodal therapy","7"
"Botany","15"
"Identification (biology)","11"
"Tyrosine","1"
"Protein-Tyrosine Kinases","1"
"Tyrosine-kinase inhibitor","3"
"Neutron source","1"
"Immune checkpoint","37"
"PD-L1","5"
"Blockade","16"
"Multiple myeloma","2"
"Nitric oxide synthase","1"
"Nitric oxide","5"
"Lymphoma","4"
"Programming language","15"
"Archaeology","7"
"History","3"
"Scope (computer science)","5"
"Compendium","1"
"Magnetic field","12"
"Mechanical engineering","21"
"Magnet","2"
"Magneto","2"
"Magneto optical","1"
"Virus","21"
"Viral therapy","6"
"Oncolytic adenovirus","4"
"Fusion protein","5"
"Vector (molecular biology)","4"
"In silico","6"
"Synthetic lethality","2"
"Lethality","1"
"Circadian rhythm","3"
"Chronobiology","1"
"Circadian clock","2"
"Chronotherapy (sleep phase)","1"
"Nucleoside analogue","1"
"Nucleoside","1"
"Diarrhea","1"
"Vomiting","1"
"Nausea","1"
"Hyperthermia therapy","9"
"Focus (optics)","2"
"Broad spectrum","4"
"Polymerization","5"
"Bevacizumab","2"
"Antiangiogenic therapy","5"
"Interaction network","1"
"Skin cancer","6"
"Nanocages","6"
"Aggregation-induced emission","8"
"Cancer detection","14"
"Haematopoiesis","2"
"Cardiology","7"
"Porosity","2"
"Crystallinity","1"
"Chemical stability","1"
"Diabetes mellitus","3"
"Pharmacodynamics","1"
"Pathogenesis","3"
"Pharmacotherapy","4"
"Biosafety","10"
"Silver nanoparticle","8"
"Ex vivo","3"
"Magnetite Nanoparticles","1"
"Biological activity","3"
"Proteomics","8"
"Biomarker","12"
"Predictive value","1"
"Biomarker discovery","3"
"Cytotoxic T cell","11"
"Gelatin","3"
"Scaffold","1"
"Dextran","1"
"Catalase","7"
"Lipid peroxidation","3"
"Liver cancer","7"
"Hepatocellular carcinoma","7"
"Nucleic acid","13"
"Brain tumor","7"
"Brain cancer","8"
"Solid tumor","9"
"Differential equation","1"
"Mathematical optimization","2"
"Optimal control","1"
"Ordinary differential equation","1"
"Mechanics","2"
"Cavitation","1"
"Vaporization","1"
"Crystallography","5"
"Oxide","8"
"Crystal structure","6"
"Nano-","14"
"Conjugated system","13"
"Modality (human–computer interaction)","3"
"Tetraphenylethylene","1"
"Business","10"
"CAR T-cell therapy","7"
"Chimeric antigen receptor","20"
"Cell therapy","27"
"Ovary","1"
"Fertility","1"
"Embryo","1"
"Cryopreservation","1"
"Fertility preservation","1"
"Immunosuppression","9"
"Nanoreactor","4"
"Palliative care","1"
"Biopharmaceutical","8"
"Doping","8"
"Lanthanide","2"
"Screening techniques","1"
"Transfection","5"
"Polyethylenimine","2"
"Systemic administration","1"
"Cytokine release syndrome","1"
"T cell","11"
"Irradiation","9"
"Relative biological effectiveness","2"
"Heavy ion","2"
"Psychic","1"
"Cluster (spacecraft)","1"
"Psychological therapy","1"
"Caspase","2"
"Cytochrome c","2"
"Inner mitochondrial membrane","1"
"Mitochondrial permeability transition pore","1"
"Bcl-2 family","2"
"Intrinsic apoptosis","1"
"Membrane permeability","3"
"Computer network","10"
"Curcumin","10"
"Encapsulation (networking)","5"
"Selection (genetic algorithm)","4"
"Nanofiber","8"
"Electrospinning","3"
"Endocytosis","7"
"Multiple drug resistance","17"
"Treatment modality","11"
"Operations research","8"
"Penetration (warfare)","8"
"Gastric carcinoma","1"
"CD8","3"
"CD3","1"
"Copolymer","14"
"Amphiphile","12"
"Work (physics)","1"
"Work-up","1"
"Survivorship curve","3"
"Cancer survivorship","2"
"Limiting","7"
"Essential oil","1"
"Geraniol","1"
"Fibroblast","1"
"Cell culture","8"
"Cancer-Associated Fibroblasts","5"
"Toxicology","2"
"Mode of action","1"
"Diselenide","2"
"Selenium","3"
"Bragg peak","1"
"Adjuvant therapy","9"
"Adjuvant","16"
"Relevance (law)","3"
"Clinical efficacy","1"
"Bacteria","26"
"Malignant transformation","1"
"Calixarene","2"
"Nanodot","5"
"Exosome","7"
"Extracellular vesicle","5"
"Cisplatin","10"
"Coordination complex","1"
"Melanoma","6"
"Renal cell carcinoma","3"
"Microsphere","2"
"Antibiotics","10"
"Antibiotic resistance","1"
"Antimicrobial chemotherapy","1"
"Antibiotic therapy","3"
"Nuclear magnetic resonance","11"
"Electron paramagnetic resonance","2"
"Reliability engineering","1"
"Root cause","1"
"Causes of cancer","1"
"Cause of death","2"
"Copper","9"
"Redox","8"
"Inorganic chemistry","4"
"Disulfiram","4"
"Phytochemical","6"
"Cancer prevention","5"
"Senescence","4"
"Resistance (ecology)","9"
"Tumor heterogeneity","4"
"Protein kinase B","2"
"PI3K/AKT/mTOR pathway","7"
"Software engineering","1"
"Traceability","1"
"Docetaxel","2"
"Cabazitaxel","2"
"Carbohydrate","1"
"Zinc","5"
"Cytotoxicity","15"
"Solar cell","1"
"Polymer solar cell","2"
"Photoactive layer","2"
"Photosynthesis","2"
"Cell encapsulation","1"
"Social psychology","2"
"Surprise","2"
"Bladder cancer","7"
"Gut flora","4"
"Antibody therapy","6"
"Instrumentation (computer programming)","1"
"Mitosis","1"
"Microbiome","8"
"Innate immune system","4"
"Colonisation resistance","1"
"Dysbiosis","2"
"Biological dispersal","1"
"Acute promyelocytic leukemia","1"
"Retinoic acid","2"
"Metapopulation","1"
"Niche","1"
"Differentiation therapy","1"
"Mutant","5"
"Metabolic adaptation","2"
"KRAS","4"
"Reprogramming","7"
"Organelle","10"
"Microscale chemistry","2"
"Profiling (computer programming)","3"
"Precision oncology","2"
"Tamoxifen","1"
"Glycosylation","3"
"Ceramide","1"
"Antigen presentation","1"
"Immunogenic cell death","7"
"Cognitive training","1"
"Cognitive skill","1"
"Life expectancy","3"
"Nanoclusters","9"
"Cationic polymerization","6"
"Tongue","2"
"Polymer science","3"
"In situ","14"
"Hormone","1"
"Endometrial cancer","2"
"Endocrine system","1"
"Pyroptosis","4"
"Endosome","3"
"Self-assembly","4"
"Nanostructure","9"
"Genipin","1"
"Phosphorylation","2"
"Degradation (telecommunications)","1"
"Protein degradation","2"
"Protease","2"
"Inflammasome","4"
"Proinflammatory cytokine","2"
"Acceptance and commitment therapy","2"
"Mass spectrometry","1"
"Light therapy","1"
"Anti-Infective Agents","1"
"Macrophage","9"
"Integrin","2"
"Transgene","2"
"Hematology","3"
"Lactic acid","1"
"Nanosheet","3"
"Arc (geometry)","2"
"Aerospace engineering","4"
"Range (aeronautics)","1"
"Galectin","1"
"Nanodevice","4"
"Luminescence","4"
"Nanorod","10"
"Nanocomposite","20"
"RNA interference","3"
"Computer security","12"
"SAFER","8"
"Ring (chemistry)","4"
"Absorption (acoustics)","8"
"Platelet","3"
"Adoptive immunotherapy","2"
"Lymphokine","1"
"Apheresis","1"
"Interferon","2"
"Surface plasmon resonance","3"
"Noble metal","1"
"Amino acid","12"
"Downregulation and upregulation","5"
"Glutamine","1"
"Abscopal effect","2"
"Tumor immunology","2"
"MUC1","1"
"Porphyrin","12"
"Polypyrrole","3"
"Necrosis","3"
"Apoptotic cell death","1"
"Genetically engineered","2"
"Salmonella","4"
"Blood circulation","6"
"Systemic circulation","5"
"Gerontology","11"
"Ageing","2"
"Molybdenum","2"
"Sulfite oxidase","1"
"Action (physics)","4"
"Bone cancer","3"
"Ion channel","3"
"Escherichia coli","2"
"Bacterial outer membrane","1"
"Voltage-dependent anion channel","1"
"High-intensity focused ultrasound","1"
"Biomaterial","5"
"Ablation","10"
"Tumor ablation","9"
"Solid lipid nanoparticle","5"
"General surgery","3"
"Outbreak","10"
"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2)","11"
"2019-20 coronavirus outbreak","10"
"Leukemia","6"
"Chronic lymphocytic leukemia","1"
"Neutropenia","2"
"Febrile neutropenia","1"
"Viral disease","1"
"Rituximab","1"
"Herpesviridae","1"
"Cytomegalovirus","1"
"Bendamustine","1"
"Hemophagocytic lymphohistiocytosis","1"
"Necroptosis","2"
"Ejection fraction","3"
"Cardiac resynchronization therapy","1"
"Cardiomyopathy","1"
"Implantable cardioverter-defibrillator","1"
"Sudden cardiac death","1"
"Saponin","2"
"Triterpenoid saponin","1"
"Biobank","1"
"Tumour heterogeneity","2"
"Waste management","1"
"Tumor-associated macrophage","1"
"Adoptive cell transfer","4"
"Capsaicin","1"
"Primary tumor","2"
"Translational medicine","2"
"Tripterygium wilfordii","1"
"Cystectomy","1"
"Parallel computing","2"
"Bubble","2"
"Blood stream","1"
"Focused ultrasound","1"
"Endogeny","4"
"Extravasation","3"
"Combretastatin","1"
"Electronic engineering","5"
"Purine","1"
"Purine nucleoside phosphorylase","1"
"Cytosine deaminase","1"
"Adept","3"
"Epidermal growth factor receptor","3"
"Ceramic","1"
"Flash (photography)","1"
"Blocking antibody","2"
"Blocking (statistics)","2"
"Protocol (science)","2"
"Cardiac imaging","1"
"Subclinical infection","1"
"Cardiac magnetic resonance","1"
"Cardiac dysfunction","2"
"Fabrication","3"
"Adsorption","18"
"Metal-organic framework","17"
"Folic acid","2"
"Extracellular","7"
"Parameter space","1"
"Sobol sequence","1"
"Robustness (evolution)","2"
"Sensitivity (control systems)","3"
"Indazole","1"
"Trastuzumab","3"
"Erlotinib","1"
"Afatinib","1"
"Lapatinib","1"
"Quinazoline","1"
"Gefitinib","1"
"Metastatic melanoma","2"
"Tumor-infiltrating lymphocytes","1"
"Saline","1"
"Condensed matter physics","1"
"Superconductivity","1"
"Silicon","2"
"Perspective (graphical)","4"
"Semimetal","1"
"Pnictogen","1"
"Nanoporous","1"
"Characterization (materials science)","6"
"Tetraspanin","1"
"CD63","1"
"Immune Dysfunction","2"
"Viral infection","3"
"Anatomy","11"
"Hyaluronic acid","10"
"Bacteriocin","1"
"Tolerability","3"
"Charge (physics)","1"
"Linguistics","6"
"Animal science","1"
"Stress (linguistics)","2"
"Heat stress","1"
"Peptidomimetic","2"
"Phytomedicine","1"
"Cas9","3"
"Genome editing","5"
"Transcription activator-like effector nuclease","1"
"Anesthesia","2"
"Esophageal cancer","1"
"Cannula","1"
"Nasal cannula","1"
"Oxygen therapy","2"
"Meta-analysis","5"
"Cancer-related fatigue","2"
"Phthalocyanine","7"
"Phosphate","1"
"Choline","1"
"Diagnostic biomarker","1"
"Liquid biopsy","5"
"Platinum","4"
"Phosphoinositide 3-kinase","1"
"Endoplasmic reticulum","4"
"Golgi apparatus","1"
"Embryonic stem cell","6"
"Induced pluripotent stem cell","5"
"Anthracycline","4"
"Glioblastoma","9"
"Glioma","2"
"Ethylene glycol","4"
"Nephrotoxicity","1"
"Manganese","2"
"Adenoviridae","1"
"Adenovirus infection","1"
"Schedule","3"
"Zoology","1"
"Bee venom","1"
"Paracrine signalling","1"
"Neurodegeneration","1"
"Delocalized electron","1"
"Covalent organic framework","1"
"Ovarian cancer","7"
"Anticipation (artificial intelligence)","1"
"Temozolomide","3"
"Click chemistry","5"
"Nile red","1"
"Hyperactivation","1"
"Fluorescence-lifetime imaging microscopy","8"
"Ultrasound imaging","2"
"Discontinuation","4"
"Echogenicity","1"
"Albumin","5"
"Human serum albumin","1"
"Machine learning","6"
"Bovine serum albumin","4"
"Leverage (statistics)","2"
"Magnetization","5"
"Magnetism","1"
"Superparamagnetism","4"
"Thyroid","5"
"Thyroid cancer","6"
"Index (typography)","1"
"Arginine","4"
"Human–computer interaction","3"
"Somatic cell","2"
"Mode (computer interface)","1"
"Coating","4"
"Photocatalysis","4"
"Cervical cancer","6"
"Transdermal","5"
"Risk factor","1"
"Nanomagnet","1"
"Chlorin","3"
"Therapeutic approach","1"
"Myocardial infarction","2"
"Acute coronary syndrome","1"
"Myocarditis","1"
"China","2"
"Punching","1"
"Perforation","1"
"Black phosphorus","12"
"Bridge (graph theory)","1"
"Resveratrol","2"
"Respiration","2"
"Nonlinear system","2"
"Bifurcation","1"
"Immunoediting","1"
"Communication","3"
"Affect (linguistics)","2"
"Adhesion","2"
"Cell adhesion molecule","1"
"Isolation (microbiology)","4"
"Epithelial cell adhesion molecule","1"
"Selectivity","4"
"Molecularly imprinted polymer","3"
"Dosimetry","2"
"Thiol","3"
"IC50","2"
"Docking (animal)","6"
"A549 cell","1"
"Finance","6"
"Phosphorus","4"
"PEG ratio","5"
"Mechanosensitive channels","1"
"Radionuclide","3"
"Animal model","2"
"Metformin","3"
"Deoxyribozyme","5"
"Nuclease","2"
"ADME","1"
"Politics","3"
"Stalemate","1"
"Organ-on-a-chip","2"
"3D bioprinting","1"
"Mechanobiology","1"
"Microfluidic chip","1"
"Circulating tumor cell","2"
"Interleukin","1"
"Agonist","3"
"Interleukin 2","1"
"Near-infrared spectroscopy","2"
"Biofilm","2"
"Fibroin","1"
"Sericin","1"
"SILK","1"
"Pharmacy","1"
"Chemometrics","1"
"Biopsy","2"
"Radioiodine therapy","1"
"Radioactive iodine","1"
"Ablation Therapy","1"
"Vascular smooth muscle","1"
"Smooth muscle","1"
"Culprit","1"
"Data mining","3"
"Big data","1"
"Phage display","1"
"Osteosarcoma","1"
"Mutation","2"
"Exome sequencing","1"
"Terpenoid","1"
"Engineering drawing","1"
"Contouring","1"
"Dual function","1"
"Exploit","2"
"Bench to bedside","1"
"Nicotinamide adenine dinucleotide","1"
"NAD+ kinase","2"
"Term (time)","2"
"Prostate","4"
"RNA-binding protein","1"
"Coding (social sciences)","2"
"Absorbance","2"
"Germination","2"
"Dormancy","2"
"Acquired resistance","1"
"Microorganism","1"
"Archaea","1"
"Cancer metastasis","7"
"Light energy","3"
"Aqueous medium","1"
"Taxane","1"
"Pharmacognosy","2"
"Phytotherapy","2"
"Magnetite","1"
"Ferrofluid","1"
"Prognostics","1"
"Multiplex","1"
"Förster resonance energy transfer","3"
"Two-photon excitation microscopy","1"
"Astronomy","1"
"Pace","2"
"Warburg effect","3"
"Anaerobic glycolysis","3"
"Epilepsy","1"
"Ketogenic diet","1"
"Biomimetic materials","2"
"Heme","1"
"Hemin","1"
"G-quadruplex","2"
"P-glycoprotein","2"
"Lipid metabolism","2"
"Sulfide","2"
"Biofouling","1"
"Copper sulfide","2"
"Hydrogen sulfide","6"
"Sulfur","6"
"Hydrogen sulphide","1"
"Adenosine triphosphate","1"
"Adenosine","2"
"Nanodiamond","2"
"Diamond","2"
"Glycoprotein","3"
"Glycan","1"
"Fouling","1"
"Cognitive science","1"
"Protein arginine methyltransferase 5","1"
"Developmental biology","1"
"Cell nucleus","1"
"Nucleus","6"
"Nuclear export signal","1"
"Immunosurveillance","2"
"Systems engineering","2"
"Cover (algebra)","7"
"Venom","1"
"Bounded function","1"
"Disease treatment","1"
"Calcium","5"
"Overheating (electricity)","1"
"Radiofrequency ablation","2"
"Thermal ablation","1"
"Ultrasonic sensor","2"
"Tirapazamine","1"
"Adeno-associated virus","1"
"Timeline","1"
"Positron emission tomography","9"
"Imaging agent","1"
"Pet imaging","1"
"Dopant","1"
"Heteroatom","2"
"Substrate (aquarium)","3"
"Cytoplasm","4"
"Transmembrane protein","4"
"Anemia","1"
"Erythropoiesis","1"
"Economics","14"
"Bioorthogonal chemistry","1"
"Acrylic acid","1"
"Styrene","1"
"Dynamin","1"
"Ionic liquid","1"
"Biocatalysis","1"
