"conceptTitle","countWork"
"Aroma","1"
"Human health","3"
"Nutraceutical","6"
"Health benefits","1"
"Human studies","1"
"Adjuvant therapy","6"
"Senescence","7"
"Proinflammatory cytokine","6"
"Pharmacokinetics","20"
"Diabetes mellitus","6"
"Pharmacodynamics","6"
"Pathogenesis","5"
"Pharmacotherapy","4"
"Cyclodextrin","5"
"Molecular recognition","6"
"Antibody-drug conjugate","2"
"Triple-negative breast cancer","9"
"Exposome","1"
"Medical therapy","1"
"Prodrug","47"
"Broad spectrum","9"
"Thiol","5"
"Hydroxymethyl","1"
"Podophyllotoxin","1"
"Adept","1"
"Immunogenicity","22"
"Nucleic acid","18"
"microRNA","56"
"Microvesicles","41"
"Exosome","35"
"Extracellular vesicle","18"
"Extracellular vesicles","31"
"Coating","11"
"Controlled release","8"
"Mesoporous silica","36"
"Paclitaxel","13"
"Hypoxia (environmental)","38"
"Tumor cells","142"
"Photochemistry","112"
"Tumor hypoxia","41"
"Hyperthermia","24"
"Isomerization","2"
"Photoisomerization","2"
"Oxidative stress","25"
"Glutathione peroxidase","16"
"Inorganic chemistry","6"
"Lipid peroxidation","5"
"Peroxidase","2"
"Malondialdehyde","3"
"GPX4","14"
"Fluoride","2"
"Intracellular","30"
"Bystander effect","8"
"Personalized medicine","17"
"Translational medicine","3"
"Drug action","1"
"Cancer imaging","41"
"Gadolinium","2"
"Skin cancer","19"
"Nanowire","12"
"Nanosensor","12"
"Solid lipid nanoparticle","5"
"Radical","23"
"Hydroxyl radical","5"
"Gluconic acid","1"
"Glucose oxidase","16"
"Kinase","3"
"Cyclin-dependent kinase 2","1"
"Protein kinase A","1"
"Cyclin-dependent kinase","1"
"Cyclin-dependent kinase 6","1"
"Cyclin-dependent kinase 4","1"
"Resistance (ecology)","3"
"Thermostability","1"
"Phototoxicity","10"
"Extravasation","12"
"Porphyrin","14"
"Phthalocyanine","9"
"Chlorin","6"
"Protoporphyrin IX","5"
"Melanoma","15"
"Tumor-associated macrophage","9"
"Phagocytosis","6"
"Receptor tyrosine kinase","3"
"JAK-STAT signaling pathway","2"
"MERTK","1"
"GAS6","1"
"AXL receptor tyrosine kinase","2"
"Delivery system","8"
"Cancer-Associated Fibroblasts","33"
"Autophagy","28"
"Secretion","3"
"Hepatocellular carcinoma","8"
"Stromal cell","11"
"Galectin","1"
"Antigen","15"
"Peptide","22"
"Programmed cell death","28"
"Bcl-xL","1"
"Pharmacophore","2"
"Moiety","4"
"Genetic enhancement","35"
"Gene delivery","24"
"Surface engineering","2"
"Nanocomposite","14"
"Zinc","9"
"Photoluminescence","8"
"Nanotoxicology","12"
"Clinical Practice","6"
"Cancer Medicine","8"
"Long non-coding RNA","16"
"Organic molecules","8"
"Ring (chemistry)","3"
"Absorption (acoustics)","10"
"Aggregation-induced emission","8"
"Photoacoustic imaging in biomedicine","39"
"Bovine serum albumin","7"
"Magnetic resonance imaging","22"
"Fluorescence-lifetime imaging microscopy","12"
"Doping","3"
"Photon upconversion","3"
"Anatomy","11"
"Hyaluronic acid","12"
"CD44","6"
"Polysaccharide","2"
"Monosaccharide","1"
"Glycosidic bond","1"
"Site of action","3"
"Membrane permeability","4"
"Transporter","5"
"Surgical oncology","2"
"Key (lock)","3"
"DNA damage","14"
"Poly ADP ribose polymerase","5"
"PARP inhibitor","2"
"Polymerase","5"
"Genome instability","7"
"Acquired immune system","1"
"Growth factor","1"
"Vascular endothelial growth factor C","1"
"Vascular endothelial growth factor A","2"
"VEGF receptors","5"
"Vascular endothelial growth factor","5"
"Hyperthermia therapy","16"
"Electronics","10"
"Nanoelectronics","10"
"Molecular biology","17"
"Bioconjugation","4"
"Aptamer","21"
"DNA repair","7"
"Downregulation and upregulation","19"
"Gene silencing","27"
"Ectopic expression","3"
"Allele","1"
"Microsatellite","1"
"Microsatellite instability","1"
"Synthetic lethality","2"
"Toxicity","14"
"Nuclear chemistry","5"
"Cobalt","2"
"Ferrite (magnet)","2"
"Hyperthermia Treatment","1"
"Flow cytometry","4"
"Cell cycle checkpoint","1"
"MTT assay","5"
"Ion","6"
"Infrared","9"
"Carbon monoxide","1"
"Covalent bond","11"
"Nanoscopic scale","17"
"Linker","3"
"Folate receptor","2"
"Proteasome","3"
"Ubiquitin","5"
"Multiple myeloma","1"
"Proteasome inhibitor","1"
"Bortezomib","1"
"Glioma","12"
"Blockade","33"
"PD-L1","11"
"Programming language","6"
"Archaeology","4"
"History","3"
"Engineering ethics","1"
"Scope (computer science)","2"
"Compendium","1"
"Magnetic field","14"
"Geometry","3"
"Condensed matter physics","8"
"Magnet","3"
"Surface (topology)","1"
"Magneto","3"
"Magneto optical","3"
"Astronomy","2"
"Layer (electronics)","3"
"Thin film","1"
"Spectral line","1"
"Ferromagnetism","1"
"Solid-state physics","1"
"Voigt profile","1"
"Ellipsometry","1"
"Virus","17"
"Viral therapy","12"
"Recombinant DNA","5"
"Oncolytic adenovirus","4"
"Fusion protein","2"
"Vector (molecular biology)","3"
"Viral vector","4"
"Nuclear magnetic resonance","7"
"Chemoimmunotherapy","10"
"Cancer chemotherapy","13"
"Alloy","1"
"Eutectic system","1"
"Pyridine","3"
"Medicinal chemistry","4"
"Thiazole","3"
"Cancer stem cell","24"
"Breast cancer chemotherapy","1"
"Drug resistance","13"
"Combination chemotherapy","3"
"Confidence interval","3"
"Survival analysis","4"
"Hazard ratio","2"
"Bevacizumab","4"
"Antiangiogenic therapy","3"
"Porosity","7"
"Crystallinity","3"
"Chemical stability","2"
"Lipid bilayer","4"
"Bilayer","1"
"Insulin resistance","1"
"Hyperinsulinemia","1"
"Lung","3"
"Natural (archaeology)","4"
"Botany","15"
"Algae","1"
"Cardiology","5"
"Cosmetics","1"
"Antithrombotic","1"
"Proteomics","12"
"Biomarker","19"
"Predictive value","1"
"Biomarker discovery","8"
"Genome","6"
"Genomics","5"
"Catalase","10"
"Micelle","8"
"Brain tumor","6"
"Molecular imaging","16"
"Brain cancer","6"
"Solid tumor","13"
"Mechanics","1"
"Cavitation","3"
"Vaporization","1"
"Artificial intelligence","20"
"Crystallography","5"
"Oxide","15"
"Crystal structure","4"
"Modality (human–computer interaction)","3"
"Tetraphenylethylene","1"
"Electrode","6"
"Chemical sensor","1"
"Structural engineering","3"
"Host (biology)","1"
"Pillar","3"
"Nanoreactor","12"
"Immunohistochemistry","7"
"Immunosuppression","9"
"Stroma","5"
"Immunogenic cell death","26"
"Hydrogen peroxide","18"
"Telomere","1"
"Telomerase","1"
"Quenching (fluorescence)","1"
"Screening techniques","1"
"Cancer detection","11"
"Transfection","7"
"Polyethylenimine","2"
"Folic acid","2"
"CAR T-cell therapy","15"
"Chimeric antigen receptor","27"
"Cell therapy","24"
"Nuclear physics","20"
"Pencil-beam scanning","1"
"Proton","5"
"Particle therapy","3"
"Irradiation","11"
"Relative biological effectiveness","3"
"Bragg peak","1"
"Carbon Ion Radiotherapy","2"
"Photon","1"
"Beam (structure)","2"
"Atomic physics","3"
"Ion beam","1"
"Psychotherapist","2"
"Art therapy","1"
"Psychic","1"
"Cluster (spacecraft)","1"
"Psychological therapy","1"
"Dosimetry","4"
"Alpha particle","1"
"Computer network","9"
"Curcumin","16"
"Encapsulation (networking)","8"
"Tamoxifen","2"
"Endocytosis","4"
"Multiple drug resistance","10"
"Bispecific antibody","1"
"CD3","1"
"Copolymer","15"
"Amphiphile","14"
"Limiting","3"
"Prostate cancer","7"
"DU145","1"
"LNCaP","1"
"Amino acid","16"
"Glutamine","9"
"Fibroblast","8"
"Isolation (microbiology)","3"
"Primary tumor","2"
"YAP1","24"
"Cisplatin","42"
"Activator (genetics)","25"
"Biopharmaceutical","8"
"Indocyanine green","12"
"Nanoprobe","5"
"CTL*","1"
"Nanodiamond","9"
"Diamond","9"
"Carbon nanotube","18"
"Antibiotics","12"
"Antibiotic resistance","3"
"Urinary system","2"
"Antibiotic therapy","3"
"Empiric therapy","2"
"Antibiotic Stewardship","2"
"Reliability engineering","1"
"Root cause","1"
"Causes of cancer","1"
"Cause of death","2"
"Docetaxel","1"
"Dosing","1"
"Cabazitaxel","2"
"Androgen deprivation therapy","2"
"Taxane","3"
"Cytotoxicity","25"
"Boron","9"
"Neutron capture","10"
"Solar cell","2"
"Polymer solar cell","3"
"Photoactive layer","3"
"Gastric carcinoma","4"
"Biomimetic materials","2"
"Endosome","3"
"Mathematics education","2"
"Cell encapsulation","2"
"Fabrication","5"
"Microfabrication","1"
"Microtechnology","1"
"Microparticle","1"
"Microscale chemistry","2"
"Social psychology","2"
"Surprise","1"
"Human breast","3"
"Mechanism of action","2"
"MCF-7","2"
"Bladder cancer","4"
"Wnt signaling pathway","1"
"Catenin","1"
"Process (computing)","4"
"Antibody therapy","1"
"CRISPR","8"
"Genome editing","8"
"In situ","15"
"Identification (biology)","11"
"Microbiome","12"
"Gut flora","12"
"Dysbiosis","10"
"Human microbiome","3"
"Metagenomics","1"
"Gut microbiome","5"
"Human Microbiome Project","1"
"Biological dispersal","1"
"Acute promyelocytic leukemia","1"
"Retinoic acid","1"
"Metapopulation","1"
"Niche","1"
"Differentiation therapy","1"
"Cetuximab","1"
"KRAS","3"
"Mutant","3"
"Metabolic adaptation","1"
"Superconductivity","5"
"Silicon","6"
"Perspective (graphical)","8"
"Semimetal","5"
"Pnictogen","5"
"Ovarian cancer","6"
"Transcriptome","3"
"Profiling (computer programming)","3"
"Precision oncology","3"
"Blocking antibody","1"
"Necroptosis","3"
"Pyroptosis","3"
"Dendritic cell","2"
"Cell metabolism","3"
"Antigen presentation","2"
"Antigen-presenting cell","1"
"Faraday cage","2"
"Cationic polymerization","4"
"Acoustics","6"
"Laser","5"
"Sintering","3"
"Lattice (music)","1"
"Adsorption","29"
"Selective laser sintering","1"
"Metal-organic framework","27"
"Hormone","3"
"Endometrial cancer","2"
"Endocrine system","1"
"Treatment modality","12"
"Macrophage","7"
"Zebrafish","1"
"Optogenetics","1"
"Efferocytosis","1"
"Biogenesis","1"
"Transmission electron microscopy","3"
"Self-assembly","5"
"Stacking","2"
"Phosphorylation","1"
"Telecommunications","3"
"Degradation (telecommunications)","2"
"Protein degradation","2"
"Drug metabolism","12"
"First pass effect","12"
"Dosage form","10"
"Transdermal","10"
"Systemic circulation","16"
"Inflammasome","2"
"Mass spectrometry","3"
"Mass spectrometry imaging","2"
"Organelle","8"
"Nucleus","4"
"Integrin","2"
"Bacteria","16"
"Lactic acid","1"
"Adjuvant","8"
"Fibroblast growth factor","1"
"Fibroblast growth factor receptor","1"
"Promoter","1"
"Osteopontin","1"
"Epigenome","1"
"H3K4me3","1"
"Pancreatic tumor","2"
"Mesenchymal stem cell","7"
"Nanodevice","4"
"Platelet","2"
"Adoptive immunotherapy","4"
"Lymphokine","1"
"Apheresis","1"
"Glycoprotein","3"
"Glycosylation","3"
"Medical imaging","7"
"MUC1","1"
"Escherichia coli","5"
"Klebsiella pneumoniae","2"
"Pseudomonas aeruginosa","1"
"Tetra","1"
"Polymerization","1"
"Polypyrrole","1"
"Matrix (chemical analysis)","3"
"Thermal stability","1"
"Black phosphorus","21"
"Social science","15"
"Modalities","15"
"Liver cancer","6"
"Blood circulation","9"
"Nanodot","8"
"Multimodal therapy","4"
"Natural product","4"
"Cancer pain","3"
"Paracrine signalling","5"
"Gerontology","4"
"Ageing","1"
"Molybdenum","1"
"Sulfite oxidase","1"
"Bone cancer","2"
"Ion channel","4"
"Bacterial outer membrane","1"
"Voltage-dependent anion channel","1"
"Pharmaceutical drug","1"
"G-quadruplex","6"
"High-intensity focused ultrasound","4"
"Elemene","5"
"Outbreak","41"
"Betacoronavirus","24"
"2019-20 coronavirus outbreak","41"
"Coronavirus Infections","23"
"Medical emergency","6"
"Biosafety","5"
"Annexin","1"
"Genetic heterogeneity","2"
"Tumour heterogeneity","3"
"Tumor heterogeneity","3"
"Biobank","2"
"Drug response","2"
"STAT3","1"
"IL-2 receptor","1"
"CCL5","1"
"Adoptive cell transfer","6"
"Capsaicin","3"
"Potency","1"
"Nitric oxide","2"
"Superoxide dismutase","2"
"TRPV1","2"
"Methotrexate","3"
"Transient receptor potential channel","2"
"Nephrotoxicity","3"
"Tripterygium wilfordii","1"
"Celastrol","1"
"Superoxide","7"
"Fluorescein","4"
"Electron transfer","4"
"Ablation","5"
"Mechanical index","1"
"Focused ultrasound","2"
"Thermal ablation","1"
"Parallel computing","2"
"Bubble","2"
"Blood stream","1"
"Endogeny","3"
"Microtubule","3"
"Tubulin","3"
"Combretastatin","2"
"Photocatalysis","7"
"Ceramic","2"
"Nanofiber","6"
"Flexural strength","1"
"Business","6"
"Antimicrobial drug","1"
"Geography","6"
"Geodesy","4"
"Pace","4"
"Particle accelerator","1"
"Large Hadron Collider","1"
"Nuclear engineering","2"
"Synchrotron","1"
"Super Proton Synchrotron","1"
"Heart failure","9"
"Cardiac imaging","1"
"Subclinical infection","1"
"Cardiotoxicity","15"
"Cardiac magnetic resonance","1"
"Cardiac dysfunction","2"
"Operations research","4"
"Penetration (warfare)","4"
"Miniaturization","1"
"Extracellular","5"
"Machine learning","4"
"Electronic engineering","3"
"Mathematical optimization","1"
"Simulation","1"
"Uncertainty quantification","1"
"Sobol sequence","2"
"Robustness (evolution)","2"
"Uncertainty analysis","1"
"Sensitivity (control systems)","3"
"Parameter space","1"
"Trastuzumab","5"
"Epidermal growth factor receptor","5"
"EGFR inhibitors","2"
"Erlotinib","4"
"Afatinib","3"
"Lapatinib","3"
"Osimertinib","2"
"Neratinib","1"
"Gefitinib","3"
"Quinazoline","1"
"Tumor-infiltrating lymphocytes","2"
"Metastatic melanoma","3"
"Selenium","1"
"Warburg effect","7"
"Serotonin","1"
"Fluoxetine","1"
"Metabolite","2"
"Nucleoside","1"
"Chemotherapeutic drugs","4"
"Nanoporous","2"
"HeLa","2"
"Tetraspanin","2"
"CD63","2"
"Microvesicle","3"
"Function (biology)","3"
"Immune Dysfunction","1"
"Viral infection","3"
"Disease treatment","3"
"Protein kinase B","3"
"Tolerability","2"
"Fenton reaction","6"
"Chitin","2"
"Phytomedicine","1"
"Cas9","3"
"Transcription activator-like effector nuclease","2"
"Zinc finger nuclease","1"
"Palindrome","1"
"Oxygenation","2"
"Anesthesia","2"
"Pacu","1"
"Oxygen saturation","1"
"Cannula","2"
"Nasal cannula","2"
"Oxygen therapy","3"
"Heart rate","1"
"Blood pressure","2"
"Intubation","1"
"Respiratory failure","1"
"Respiratory rate","1"
"Rehabilitation","1"
"Physical medicine and rehabilitation","2"
"Osteoarthritis","1"
"Systematic review","3"
"Knee pain","1"
"Cancer-related fatigue","1"
"Gastrointestinal tract","3"
"Oral administration","3"
"Organic cation transport proteins","1"
"Kidney","1"
"Efflux","5"
"Diagnostic biomarker","5"
"Liquid biopsy","7"
"Circulating tumor cell","2"
"Carcinoma","1"
"Renal cell carcinoma","2"
"Clear cell","1"
"Kidney cancer","2"
"Clear cell renal cell carcinoma","1"
"PI3K/AKT/mTOR pathway","4"
"Phosphoinositide 3-kinase","1"
"PTEN","1"
"Endoplasmic reticulum","3"
"Golgi apparatus","1"
"Topoisomerase","1"
"Anthracycline","6"
"Dexrazoxane","2"
"Embryonic stem cell","5"
"Induced pluripotent stem cell","5"
"Ethylene glycol","5"
"Cell-penetrating peptide","1"
"Membrane contact site","1"
"Phosphatidylserine","1"
"Unfolded protein response","1"
"Homeostasis","2"
"Salmonella","1"
"Esophageal cancer","1"
"Honey bee","1"
"Zoology","1"
"Toxicology","3"
"Aerospace engineering","2"
"Venom","1"
"Sting","1"
"Bee venom","1"
"Delocalized electron","1"
"Covalent organic framework","1"
"Death toll","1"
"Glioblastoma","12"
"Temozolomide","7"
"Molecular medicine","1"
"Concomitant","1"
"Astrocytoma","1"
"Dacarbazine","1"
"Viability assay","3"
"Dermal fibroblast","3"
"Calcein","2"
"Propidium iodide","1"
"Discontinuation","3"
"Echogenicity","1"
"Albumin","6"
"Human serum albumin","2"
"Lipid vesicle","1"
"Cationic liposome","1"
"Lymphatic system","1"
"Multiplicity of infection","2"
"Transgene","1"
"Cervical cancer","4"
"Therapeutic approach","1"
"Malignancy","8"
"Caspase","1"
"Innate immune system","3"
"AIM2","1"
"NLRP1","1"
"NLRC4","1"
"Caspase 1","1"
"Molybdenum disulfide","1"
"Nanogel","3"
"Phosphorylcholine","1"
"Bridge (graph theory)","1"
"Tumor initiation","2"
"Macrophage polarization","4"
"Immunoediting","4"
"Immunosurveillance","5"
"Evasion (ethics)","1"
"Hydrothermal circulation","1"
"Visible spectrum","3"
"Art","5"
"Literature","5"
"Dual (grammatical number)","4"
"Adhesion","1"
"Cell adhesion molecule","1"
"Epithelial cell adhesion molecule","1"
"Protein Data Bank (RCSB PDB)","1"
"In silico","15"
"IC50","3"
"Docking (animal)","15"
"A549 cell","1"
"Lead compound","1"
"T-cell receptor","2"
"Electrospinning","2"
"Finance","6"
"Phosphorus","4"
"PEG ratio","4"
"Mechanosensitive channels","3"
"Statin","1"
"Aspirin","1"
"Insulin","1"
"Metformin","1"
"Deoxyribozyme","5"
"Nuclease","1"
"Fibroin","1"
"Sericin","1"
"SILK","1"
"Urine","1"
"Saliva","1"
"Biopsy","3"
"Vascular smooth muscle","2"
"Smooth muscle","2"
"Data mining","2"
"Big data","1"
"Immunoglobulin light chain","1"
"Hybridoma technology","1"
"Phage display","1"
"Exploit","2"
"Bench to bedside","1"
"Anaerobic glycolysis","4"
"Germination","1"
"Dormancy","1"
"Acquired resistance","4"
"Tumor ablation","4"
"Cancer metastasis","7"
"Light energy","2"
"Aqueous medium","1"
"Biological activity","4"
"Pharmacognosy","3"
"Medicinal plants","3"
"Ethnobotany","2"
"Phytotherapy","3"
"Phytochemistry","2"
"Medicinal herbs","1"
"Persian","1"
"Pharmaceutics","1"
"Thermodynamics","2"
"Thermal","1"
"Magnetite","3"
"Ferrofluid","2"
"Maghemite","1"
"Thermomagnetic convection","1"
"Multiplex","2"
"Förster resonance energy transfer","2"
"Two-photon excitation microscopy","3"
"Positron emission tomography","6"
"Preclinical imaging","4"
"Flexibility (engineering)","4"
"Cancer registry","2"
"Proportional hazards model","2"
"Type 2 diabetes","2"
"Incretin","2"
"Pyruvate kinase","1"
"PKM2","1"
"Epilepsy","1"
"Ketogenic diet","1"
"Geology","1"
"Oceanography","1"
"Reaction mechanism","1"
"Heme","2"
"Selectivity","2"
"Hemin","2"
"Biocatalysis","2"
"Substrate (aquarium)","3"
"Detection limit","1"
"Oligonucleotide","4"
"Molecular beacon","1"
"Naked eye","1"
"Tomography","3"
"Photoacoustic tomography","2"
"Tirapazamine","3"
"Shell (structure)","1"
"Polyoxometalate","1"
"Hydrogen sulfide","4"
"Sulfur","4"
"Carbon atom","1"
"Fullerene","2"
"Glycan","1"
"Cell nucleus","1"
"Nuclear export signal","1"
"Life expectancy","1"
"Imaging agent","2"
"Pet imaging","2"
"Ex vivo","2"
"Leverage (statistics)","1"
"Nanosheet","3"
"Carbohydrate","1"
"Click chemistry","6"
"Bioorthogonal chemistry","2"
"Economics","9"
"Ionic liquid","1"
"Zeolitic imidazolate framework","2"
