"conceptTitle","countWork"
"Preclinical imaging","3"
"Imaging phantom","1"
"Functional imaging","2"
"Modality (human–computer interaction)","2"
"Fluorescence-lifetime imaging microscopy","13"
"Phenylboronic acid","1"
"World Wide Web","3"
"SWORD","1"
"Zebrafish","5"
"Engineering ethics","4"
"Pharmacogenomics","8"
"Economics","12"
"Economic growth","5"
"Health care","7"
"Genotype","3"
"Pharmacogenetics","3"
"Genetic heterogeneity","1"
"Drug response","2"
"Tumor heterogeneity","1"
"Reprogramming","17"
"Ultrasound","5"
"Focused ultrasound","1"
"Magnetite","1"
"Magnetosome","3"
"Magnetotactic bacteria","3"
"Hepatocellular carcinoma","7"
"Hyperthermia","9"
"Mathematical analysis","6"
"Conjugate","4"
"Surface plasmon resonance","2"
"Plasmon","1"
"Transcription factor","4"
"Decoy","1"
"STAT3","2"
"Induced pluripotent stem cell","2"
"Homeobox protein NANOG","1"
"SOX2","1"
"Gene delivery","13"
"Biodegradation","6"
"Controlled release","7"
"Natural polymers","5"
"Genipin","2"
"Transdermal","6"
"Lung cancer","10"
"Nanodevice","1"
"DNA","21"
"DNA replication","3"
"Rolling circle replication","2"
"Whole body imaging","1"
"Radioiodine therapy","1"
"Beta oxidation","1"
"Fatty acid synthesis","2"
"Fatty acid metabolism","2"
"Cell metabolism","1"
"Kinase","6"
"Extracellular signal-regulated kinases","1"
"Anatomy","12"
"Hyaluronic acid","12"
"Phage display","1"
"Docetaxel","3"
"Resveratrol","2"
"Pharmacokinetics","7"
"Cyclodextrin","4"
"Delivery system","5"
"Site of action","3"
"Childhood cancer","1"
"Pediatric oncology","1"
"Growth factor","2"
"Tumor promotion","2"
"BODIPY","3"
"Triphenylamine","1"
"Mdm2","2"
"Dispersity","2"
"Curcumin","6"
"Antibiotics","12"
"Escherichia coli","3"
"Antibiotic resistance","2"
"Bacteriophage","1"
"Phage therapy","1"
"Ovarian cancer","4"
"Waste management","1"
"Pharmaceutical sciences","1"
"Radiochemistry","4"
"Neutron temperature","1"
"Boron","3"
"Neutron capture","3"
"Gadolinium","3"
"Isotope","1"
"Tyrosine","1"
"Signal transducing adaptor protein","1"
"Protein tyrosine phosphatase","1"
"KRAS","1"
"PTPN11","1"
"Protein kinase B","1"
"Protein kinase A","3"
"Crosstalk","10"
"PI3K/AKT/mTOR pathway","4"
"Phosphoinositide 3-kinase","1"
"Process engineering","1"
"Oncogene","2"
"Liver cancer","3"
"Gene knockdown","3"
"Molecular medicine","2"
"Liver tumor","1"
"Pregnancy","4"
"Diabetes mellitus","4"
"Insulin resistance","2"
"Gestation","2"
"Gestational diabetes","1"
"Membrane","7"
"Intracellular","15"
"Secretion","1"
"Vesicle","4"
"Endosome","5"
"Exocytosis","1"
"Cell signaling","2"
"Microvesicle","2"
"Hydroxyl radical","8"
"Peroxide","2"
"Glycation","2"
"Methylglyoxal","1"
"Lactoylglutathione lyase","1"
"Supramolecular polymers","2"
"Metformin","1"
"Glucose oxidase","3"
"Carbohydrate metabolism","2"
"Scope (computer science)","10"
"Impact factor","1"
"Cellular metabolism","1"
"Hydrogen sulfide","1"
"Sulfur","1"
"Therapeutic modalities","10"
"Antifungal","5"
"Implant","2"
"Osseointegration","1"
"Silver nanoparticle","3"
"Bioadhesive","1"
"Ovary","1"
"Cell growth","2"
"Cyclin D1","1"
"Ovarian tumor","1"
"Homologous recombination","2"
"RAD51","1"
"Histone","6"
"Nuclear receptor","1"
"Corepressor","1"
"Demethylase","1"
"Mechanical engineering","11"
"Micrometer","2"
"Fabrication","3"
"Electrical engineering","4"
"Electronics","2"
"Soft materials","3"
"Toxicity","4"
"DNA methylation","13"
"CRISPR","5"
"Epigenome","2"
"Cas9","3"
"Genome editing","5"
"Epidemiology of cancer","2"
"Family history","2"
"Gynecology","2"
"Magnetic particle imaging","1"
"Biobank","2"
"Cell culture","7"
"Transfection","2"
"Cisplatin","2"
"DNA repair","9"
"DNA damage","10"
"DNA Damage Repair","5"
"Genetic testing","1"
"Parkinson's disease","2"
"Genome","3"
"Dilemma","1"
"Gallic acid","1"
"Coordination polymer","1"
"Multimodal therapy","1"
"Social psychology","1"
"Botany","3"
"Surprise","1"
"Antimicrobial chemotherapy","1"
"Biofilm","1"
"Histone deacetylase","4"
"Linguistics","4"
"Geometry","1"
"Systems engineering","1"
"Transport engineering","1"
"Natural product","5"
"Task (project management)","1"
"Product (mathematics)","1"
"Natural (archaeology)","1"
"Intersection (aeronautics)","1"
"Feature (linguistics)","1"
"Resistance (ecology)","1"
"Ring (chemistry)","2"
"Nanodot","1"
"Heteroatom","1"
"Polyethylene glycol","9"
"PEGylation","3"
"Emodin","1"
"Dual (grammatical number)","2"
"Epidemiology","1"
"Stomach","1"
"Mortality rate","1"
"Causes of cancer","2"
"Stomach cancer","1"
"Epigenetics","10"
"Methylation","7"
"Methyltransferase","6"
"EZH2","1"
"Histone methyltransferase","1"
"Histone methylation","1"
"Bromodomain","1"
"Lysine","2"
"Protein methylation","2"
"Lactic acid","1"
"PLGA","2"
"Glycolic acid","1"
"Heart disease","2"
"Cause of death","5"
"Heart failure","4"
"Cardiac imaging","1"
"Platinum","5"
"Platinum nanoparticles","4"
"Fluorine","1"
"Receptor-mediated endocytosis","1"
"Epigenesis","1"
"Epigenetic therapy","4"
"Epigenomics","3"
"Genomics","1"
"Systems biology","3"
"Glutathione peroxidase","7"
"Lipid peroxidation","2"
"GPX4","5"
"Superoxide dismutase","1"
"Lipid metabolism","5"
"Surface engineering","7"
"Food and drug administration","1"
"Disulfiram","3"
"Skin cancer","6"
"Stage (stratigraphy)","4"
"Flowchart","1"
"Homing (biology)","1"
"Macrophage","4"
"Myeloid","2"
"TREM2","1"
"Small hairpin RNA","1"
"Myeloid cells","1"
"Hematologic Neoplasms","1"
"Fullerene","2"
"Stratum corneum","1"
"Starvation","4"
"Ion","2"
"Ionic bonding","1"
"Modularity (biology)","1"
"Endoplasmic reticulum","1"
"Unfolded protein response","1"
"Death domain","1"
"Cellulose","2"
"Oxidized cellulose","1"
"Nanofiber","3"
"Bacterial cellulose","1"
"Chemical modification","1"
"Polyvinyl alcohol","2"
"Regeneration (biology)","4"
"Horseradish peroxidase","1"
"Peptide","7"
"STAT protein","1"
"Activator (genetics)","1"
"Lytic cycle","1"
"Stereochemistry","15"
"Lipophilicity","1"
"Nitrogen atom","1"
"Radioresistance","1"
"Gastrointestinal cancer","1"
"Protoporphyrin IX","1"
"Parthenolide","1"
"Sesquiterpene lactone","1"
"Sesquiterpene","1"
"Spectroscopy","1"
"Computational chemistry","3"
"Density functional theory","1"
"Time-dependent density functional theory","1"
"Autophagosome","1"
"Carbene","1"
"Political science","7"
"Law","7"
"Realm","2"
"Thermodynamics","4"
"Component (thermodynamics)","2"
"Agonist","2"
"Dopamine","2"
"Neurotransmission","2"
"Dopaminergic","2"
"Dopamine receptor","2"
"Neuropharmacology","2"
"Dopaminergic pathways","2"
"Neoadjuvant therapy","1"
"Nivolumab","4"
"Ipilimumab","3"
"Atezolizumab","1"
"Pembrolizumab","1"
"Durvalumab","1"
"Catalase","5"
"NADPH oxidase","4"
"Genome instability","3"
"Synthetic lethality","3"
"Lethality","1"
"Cytokine","1"
"Proinflammatory cytokine","4"
"Cell migration","1"
"Macrophage migration inhibitory factor","1"
"Hematoporphyrin","1"
"Random coil","1"
"Lipid bilayer","1"
"Circular dichroism","1"
"Cell-penetrating peptide","1"
"Polyproline helix","1"
"Neuroprotection","1"
"Peptide Conformation","1"
"Pathogenesis","2"
"Nanoreactor","5"
"Folic acid","1"
"Niche","1"
"Oxidative phosphorylation","4"
"Homeostasis","1"
"Porosity","2"
"Copper","3"
"Necrosis","2"
"Telecommunications","4"
"Carrier system","2"
"Tumor-infiltrating lymphocytes","4"
"Acute promyelocytic leukemia","1"
"Retinoic acid","1"
"Arsenic trioxide","1"
"Arsenic","1"
"X-ray photoelectron spectroscopy","1"
"Alkyl","1"
"Aryl","1"
"Redox","2"
"Succinimide","1"
"Disulfide bond","1"
"Photoacoustic spectroscopy","1"
"SIGNAL (programming language)","1"
"Chromophore","1"
"Optical imaging","3"
"Near-infrared spectroscopy","3"
"Pipeline (software)","1"
"Antifungal drug","4"
"Antifungal drugs","4"
"Itraconazole","1"
"Art","3"
"Art history","2"
"The Renaissance","2"
"Druggability","3"
"Effector","1"
"Optogenetics","2"
"Efferocytosis","1"
"Caspase","1"
"Inflammasome","3"
"Innate immune system","3"
"Pattern recognition receptor","1"
"RIPK1","1"
"Endocytic cycle","3"
"Cyanine","2"
"Hyperthermia Treatment","1"
"Micelle","2"
"Raw material","2"
"Emulsion","2"
"Pickering emulsion","1"
"Kaolinite","2"
"Sepiolite","2"
"Halloysite","2"
"Montmorillonite","2"
"Palygorskite","1"
"Clay minerals","2"
"Geology","4"
"Bentonite","1"
"Polymersome","2"
"Metabolic pathway","2"
"Cytoplasm","1"
"Nucleolus","1"
"Nucleolin","1"
"Physiology","2"
"Flora (microbiology)","3"
"Gut microbiome","3"
"Transplantation","6"
"Clostridium difficile","2"
"Fecal bacteriotherapy","2"
"Narrative review","1"
"Tumor necrosis factor alpha","1"
"Flavonoid","1"
"Quercetin","3"
"Viability assay","2"
"Kaempferol","1"
"Cyclen","3"
"Autoimmune disease","1"
"Discontinuation","3"
"Electron","1"
"Atomic physics","1"
"Auger effect","1"
"Radionuclide","1"
"Auger","1"
"Radionuclide therapy","2"
"DU145","2"
"LNCaP","2"
"Management science","1"
"Proteomics","5"
"Biomarker discovery","3"
"Prioritization","1"
"Molecular biomarkers","1"
"Posttranslational modification","1"
"Nanometre","1"
"Nanoelectronics","1"
"Chemiluminescence","1"
"Light source","1"
"Outbreak","3"
"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2)","4"
"2019-20 coronavirus outbreak","3"
"Orphan drug","3"
"Propranolol","1"
"Sorafenib","2"
"Pharmacotherapy","1"
"Ligand (biochemistry)","2"
"Paradigm shift","1"
"Mononuclear phagocyte system","1"
"Selenium","1"
"Micronutrient","1"
"Cancer chemotherapy","4"
"Pyrrole","1"
"Tetrapyrrole","1"
"Quantum yield","1"
"Tetraphenylporphyrin","1"
"Laser","4"
"Excimer laser","2"
"Photoablation","2"
"Food science","10"
"Fermentation","2"
"Bacteroides","11"
"Lactobacillus","3"
"Bacteroidaceae","2"
"Gastroenterology","2"
"Feces","5"
"Bifidobacterium","3"
"Bacteroides fragilis","7"
"Bacteroides thetaiotaomicron","2"
"Metabolomics","7"
"Metabolome","2"
"Akkermansia","1"
"Microbial metabolism","2"
"Therapeutic effect","2"
"Klebsiella pneumoniae","1"
"Bifidobacterium longum","1"
"Clostridium","1"
"Cmax","1"
"Oral administration","1"
"Pharmacodynamics","4"
"Active metabolite","1"
"Dimer","1"
"Nuclide","1"
"Neutron source","1"
"Nano-","2"
"Electrospinning","2"
"Oncolytic adenovirus","3"
"Systemic administration","2"
"Ruthenium","1"
"Primary tumor","4"
"Photonics","1"
"MXenes","7"
"Aluminium","1"
"Bimetallic strip","1"
"Extrusion","1"
"Bimetal","1"
"Fluorophore","1"
"Autofluorescence","2"
"Adipose tissue","4"
"Absorption (acoustics)","3"
"Lipolysis","3"
"Wax","1"
"Carnauba wax","1"
"Piperine","1"
"First pass effect","1"
"Dosage form","1"
"Abscopal effect","1"
"Small-cell carcinoma","1"
"Small Cell Lung Carcinoma","1"
"Plasma","2"
"Nitrogen","3"
"Argon","2"
"Helium","2"
"Reactive nitrogen species","2"
"Atmospheric-pressure plasma","2"
"Detoxification (alternative medicine)","1"
"Agronomy","3"
"Traditional medicine","9"
"Crop","1"
"Sesame oil","1"
"Sesamum","1"
"Nutraceutical","8"
"Functional food","2"
"Edible oil","1"
"Health benefits","7"
"Medicinal plants","2"
"Herb","2"
"Phytochemical","2"
"Medicinal herbs","2"
"Trigonella","2"
"Legume","1"
"Animal nutrition","1"
"Obesity","2"
"Monogastric","1"
"Pasture","1"
"Ruminant","1"
"Prebiotic","1"
"Domestication","1"
"Business","2"
"Agriculture","1"
"Chromatography","6"
"Extraction (chemistry)","2"
"Supercritical fluid extraction","1"
"Acoustics","2"
"T-cell receptor","1"
"Repertoire","1"
"Nanorobotics","3"
"Macrophage polarization","1"
"CTLA-4","2"
"Antigen processing","1"
"Antigen presentation","5"
"Nonlinear system","1"
"Differential equation","1"
"Viral load","2"
"Neuroblastoma","1"
"Bifurcation","1"
"Equilibrium point","1"
"Binding site","1"
"Microtubule","2"
"Tubulin","1"
"Structural similarity","1"
"In silico","5"
"Pharmacophore","3"
"Docking (animal)","2"
"Chemical space","1"
"Chemical similarity","1"
"Sirolimus","1"
"Medical therapy","1"
"Circulatory system","3"
"Head and neck squamous-cell carcinoma","3"
"Circulating tumor cell","8"
"Machine learning","5"
"Tumor initiation","2"
"Separation (statistics)","1"
"Macromolecule","4"
"Fish <Actinopterygii>","2"
"Fishery","2"
"Oceanography","3"
"Jellyfish","2"
"Cosmetics","2"
"Marine invertebrates","2"
"Marine fish","2"
"Black sea","1"
"Superoxide","2"
"Inorganic chemistry","3"
"Clearance","1"
"Urology","4"
"Osteoarthritis","2"
"Photobleaching","1"
"Particle (ecology)","2"
"Testicular cancer","2"
"Urothelial cancer","4"
"Nurse education","1"
"Physician assistants","1"
"Nurse practitioners","1"
"Oncology nursing","1"
"HeLa","1"
"Nuclease","1"
"Mucin","1"
"MUC1","1"
"DNA origami","1"
"Nanosheet","3"
"Adept","1"
"First line","1"
"Photoacoustic tomography","2"
"Heme","1"
"Hemin","1"
"Cathelicidin","1"
"Antimicrobial peptides","1"
"Defensin","1"
"Doping","2"
"Lanthanide","1"
"Ultraviolet","1"
"Stimulation","1"
"Neuromodulation","1"
"Methotrexate","1"
"Vitiligo","1"
"PTEN","1"
"Transforming growth factor","2"
"Tramp","1"
"Alternative splicing","1"
"RNA methylation","4"
"RNA splicing","1"
"N6-Methyladenosine","4"
"Venous thrombosis","1"
"Electrode","2"
"Electrochemistry","2"
"Mesoporous organosilica","1"
"Prussian blue","1"
"Sequela","1"
"Adipocyte","1"
"Cardiac dysfunction","2"
"Classical mechanics","1"
"Silicon","1"
"Kinetics","1"
"Dissolution","1"
"Acceleration","1"
"Salt (chemistry)","1"
"Degradation (telecommunications)","2"
"Bioorthogonal chemistry","2"
"Histone deacetylase inhibitor","1"
"Specialty","1"
"Cancer genetics","2"
"Vaccination","2"
"Immunization","1"
"Vaccine adjuvant","1"
"Autoantibody","1"
"Tumor marker","1"
"Clinical significance","1"
"Analyte","1"
"Fetus","2"
"Prenatal diagnosis","2"
"Cell-free fetal DNA","2"
"Action (physics)","1"
"Systemic circulation","1"
"Acquired immune system","1"
"Platelet","1"
"Granulocyte","1"
"Apheresis","1"
"Nanogel","1"
"Oligonucleotide","2"
"Bioanalysis","1"
"Tumor immunology","2"
"Lead (geology)","1"
"2-Aminopyridine","1"
"Moiety","1"
"Dendritic cell","1"
"Antigen-presenting cell","1"
"Cancer vaccine","3"
"Heat generation","1"
"Light energy","1"
"Central nervous system","4"
"Blood–brain barrier","4"
"Brain metastasis","1"
"Permeability (electromagnetism)","1"
"Drug delivery to the brain","1"
"Transcytosis","1"
"Paracellular transport","1"
"Parallel computing","1"
"Sonoluminescence","1"
"Bubble","1"
"16S ribosomal RNA","1"
"Dentistry","1"
"Saliva","1"
"Porphyromonas gingivalis","2"
"Periodontitis","2"
"Prevotella intermedia","1"
"Fusobacterium nucleatum","2"
"Fusobacterium","2"
"Stenotrophomonas","1"
"Bleeding on probing","1"
"Peri-implantitis","1"
"Prevotella","1"
