"conceptTitle","countWork"
"Tumor hypoxia","15"
"Oxygen therapy","1"
"Quantum dot","13"
"Luminescence","6"
"Photoluminescence","1"
"SCOOP","1"
"CAR T-cell therapy","1"
"Cell therapy","15"
"Limiting","9"
"Maximum tolerated dose","1"
"Biliary tract","1"
"Gemcitabine","3"
"Biliary tract cancer","1"
"Political science","19"
"Law","18"
"Haematopoiesis","2"
"Transplantation","8"
"Stem cell","21"
"Hematopoietic cell","1"
"Multidisciplinary approach","8"
"Multidisciplinary team","1"
"Semiconductor","2"
"Photochemistry","38"
"Photon upconversion","6"
"Photothermal effect","11"
"Colorectal cancer","21"
"Cancer stem cell","20"
"microRNA","43"
"Microvesicles","30"
"Raman scattering","1"
"Raman spectroscopy","1"
"Surface-enhanced Raman spectroscopy","1"
"Characterization (materials science)","3"
"Immunogenic cell death","3"
"Genetic enhancement","33"
"Suicide gene","2"
"Magnetic field","6"
"Magnetization","5"
"Quantum mechanics","60"
"Condensed matter physics","3"
"Magnetism","2"
"Superparamagnetism","4"
"Ubiquitin","7"
"Drug development","9"
"Translational research","4"
"Protein degradation","3"
"Prostate cancer","19"
"Osteoporosis","1"
"Bone mineral","1"
"Bone cancer","3"
"Bone disease","1"
"Bone health","1"
"Copper","9"
"Drug action","1"
"Nanocapsules","4"
"Relevance (law)","2"
"Resistance (ecology)","6"
"Function (biology)","18"
"Exosome","14"
"Extracellular vesicles","26"
"Mathematical analysis","14"
"Physical chemistry","30"
"Graphene","15"
"Conjugate","8"
"Helicobacter pylori","1"
"Carbon nanotube","9"
"Conjugated system","10"
"Biosafety","11"
"Term (time)","2"
"Brain tumor","4"
"Glioblastoma","8"
"Irinotecan","1"
"Extracellular vesicle","11"
"Fluorescence","42"
"Aggregation-induced emission","9"
"Virus","13"
"Coronavirus disease 2019 (COVID-19)","9"
"Infectious disease (medical specialty)","9"
"Virology","19"
"Viral therapy","5"
"Operating system","12"
"Profiling (computer programming)","3"
"Drug repositioning","9"
"Precision oncology","3"
"Pure mathematics","1"
"Monte Carlo method","2"
"Field (mathematics)","1"
"Visualization","1"
"Therapeutic index","3"
"Neuroscience","27"
"Liquid biopsy","3"
"Adaptation (eye)","1"
"Radiation oncology","7"
"Ion","14"
"Heavy ion","2"
"Heat shock protein","4"
"Hsp90","2"
"Hsp90 inhibitor","2"
"Geldanamycin","2"
"Polymer chemistry","31"
"Self-healing hydrogels","31"
"Quenching (fluorescence)","4"
"Nuclear physics","13"
"Neutron","4"
"Medical physicist","1"
"Ex vivo","2"
"Organoid","4"
"Bystander effect","1"
"Data science","8"
"Evolutionary biology","3"
"DNA barcoding","1"
"Identification (biology)","7"
"Population","18"
"Environmental health","22"
"Medical nutrition therapy","6"
"Bioavailability","21"
"Salmonella","4"
"Art history","2"
"The Renaissance","2"
"Paradigm shift","1"
"Treatment modality","9"
"Cervical cancer","5"
"Lymphoma","3"
"Food science","6"
"Ascorbic acid","4"
"Applied mathematics","3"
"Controllability","1"
"Computer security","2"
"MEDLINE","7"
"Heartbeat","1"
"Vaccination","3"
"Outbreak","5"
"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2)","5"
"Betacoronavirus","2"
"Antibody response","1"
"2019-20 coronavirus outbreak","5"
"Coronavirus Infections","2"
"Paclitaxel","7"
"Prodrug","26"
"Biomaterial","4"
"Nanoclusters","3"
"Macrophage","3"
"Innate immune system","3"
"Nuclear magnetic resonance","9"
"Electron paramagnetic resonance","2"
"Image contrast","1"
"Signal transduction","13"
"G protein-coupled receptor","1"
"Signalling","2"
"Calcium","4"
"Dendrimer","9"
"Genome","4"
"DNA repair","8"
"Chromatin","3"
"Synthetic lethality","4"
"Cell adhesion","1"
"Adhesion","2"
"Glycocalyx","1"
"Applications of nanotechnology","8"
"Veterinary medicine","1"
"Companion animal","1"
"Bimetallic strip","1"
"Enzyme","53"
"Proteasome","2"
"Ubiquitin ligase","2"
"Proteolysis","2"
"Psychotherapist","11"
"Massage","1"
"Relaxation (psychology)","2"
"Relaxation Therapy","1"
"Osteosarcoma","3"
"DNA","30"
"RNA","19"
"Nucleic acid","13"
"Nuclease","2"
"Salmonella enterica","1"
"Single-chain variable fragment","1"
"Economics","16"
"Finance","8"
"Polyethylene glycol","5"
"PEG ratio","5"
"Nanosheet","4"
"Embryonic stem cell","5"
"Stem-cell therapy","1"
"Metastasis","62"
"Oxide","6"
"Biosensor","8"
"Molecular biology","21"
"Aptamer","28"
"Carbon quantum dots","3"
"Oxygen delivery","1"
"Peptide","18"
"Lactate dehydrogenase","2"
"Proton","2"
"Intensity (physics)","1"
"Immunohistochemistry","2"
"Stroma","1"
"Clinical Oncology","14"
"Geriatric oncology","2"
"Copolymer","6"
"Organic molecules","1"
"Amphiphile","6"
"Rational design","16"
"Epigenetics","14"
"Crosstalk","7"
"Doping","4"
"Lanthanide","3"
"Magnesium","1"
"Photoacoustic imaging in biomedicine","14"
"Algorithm","2"
"Metabolism","15"
"Composite number","10"
"Cell metabolism","3"
"Metabolic pathway","2"
"Reprogramming","5"
"Carbon fibers","8"
"Tetrandrine","1"
"Amino acid","8"
"Tryptophan","1"
"Kynurenine pathway","1"
"Kynurenine","1"
"Indoleamine 2,3-dioxygenase","1"
"Cognition","4"
"Perception","4"
"Music therapy","1"
"Integrative medicine","1"
"Flexibility (engineering)","3"
"Solid lipid nanoparticle","3"
"Chemotherapeutic drugs","11"
"Pedagogy","2"
"Poly ADP ribose polymerase","4"
"Polymerase","4"
"Olaparib","1"
"Dynamics (music)","2"
"Immunogenicity","20"
"Mesenchymal stem cell","1"
"Messenger RNA","8"
"Translation (biology)","5"
"Telecommunications","10"
"Coaxial","2"
"Nanocomposite","10"
"Covalent bond","8"
"TATB","1"
"Explosive material","1"
"Detonation","1"
"Leukemia","4"
"Chronic lymphocytic leukemia","3"
"Myeloid leukemia","4"
"Imatinib","1"
"Hydrogen peroxide","7"
"Nanomaterial-based catalyst","1"
"Biological imaging","1"
"Optical imaging","2"
"Mineralogy","3"
"Tongue","1"
"Rare earth","1"
"Graphite","1"
"Thyroid","6"
"Thyroid cancer","7"
"Radical","9"
"Alkyl","2"
"Pyrite","1"
"Monomer","1"
"Irradiation","3"
"Decomposition","1"
"Radical initiator","1"
"Active oxygen","1"
"In situ","6"
"Swelling","1"
"Selectivity","2"
"Adverse effect","27"
"Electroporation","2"
"Electrochemotherapy","1"
"Brain cancer","5"
"Detector","2"
"Scintillator","1"
"Phosphorescence","1"
"Bioorthogonal chemistry","4"
"Polyacrylic acid","1"
"Phototoxicity","4"
"Antioxidant","17"
"Polyphenol","2"
"Cancer prevention","7"
"Survivorship curve","2"
"Childhood cancer","7"
"Pediatric cancer","2"
"Cancer survivorship","1"
"Endocrinology","7"
"Pathogenesis","5"
"Antigen","6"
"Cancer incidence","1"
"Antibody therapy","5"
"Adsorption","18"
"Metal-organic framework","17"
"Cardiology","5"
"Heart failure","8"
"Ejection fraction","2"
"Troponin","1"
"Subclinical infection","1"
"Ionizing radiation","1"
"Radiobiology","2"
"Anaplastic thyroid cancer","1"
"Biopsy","1"
"Radiomics","4"
"Porphyrin","3"
"Nanoprobe","5"
"Endometrial cancer","1"
"Inflammation","7"
"Fatty acid","2"
"Polyunsaturated fatty acid","1"
"Eicosapentaenoic acid","1"
"Cancer cachexia","3"
"Cachexia","4"
"Body mass index","1"
"Cardiac function curve","1"
"Clinical Practice","14"
"Polymerization","2"
"Solubility","4"
"Biochemical engineering","21"
"Conductive polymer","1"
"Polyaniline","1"
"Central nervous system","4"
"Blood–brain barrier","3"
"Reversing","1"
"Microsphere","1"
"Regenerative medicine","5"
"Regeneration (biology)","5"
"Nanorod","6"
"Surface plasmon resonance","2"
"Nanostructure","8"
"Engineering ethics","7"
"Acetylation","1"
"Hepatocellular carcinoma","5"
"Sorafenib","3"
"Human health","4"
"Dysbiosis","2"
"Electronic engineering","3"
"Phosphorylation","3"
"Glycolysis","10"
"Arginine","2"
"Glutamine","1"
"Flux (metallurgy)","1"
"Alanine","1"
"Serine","2"
"Anaerobic glycolysis","4"
"Asparagine","1"
"Chemokine","2"
"Chemokine receptor","1"
"Plerixafor","1"
"CXCR4","1"
"CXCR4 antagonist","1"
"CXC chemokine receptors","1"
"Chemotaxis","2"
"Nanorobotics","6"
"Wavelength","1"
"Esophageal cancer","1"
"Excitation wavelength","1"
"Aerospace engineering","3"
"Alloy","2"
"Ternary complex","1"
"Ternary operation","2"
"Dual mode","2"
"Histone","6"
"Bromodomain","2"
"BRD4","1"
"Preclinical imaging","1"
"Phenylboronic acid","1"
"Functional imaging","1"
"Fluorescence-lifetime imaging microscopy","9"
"Lactic acid","2"
"Biodegradation","2"
"Controlled release","2"
"PLGA","4"
"Glycolic acid","2"
"Guideline","3"
"Radioiodine therapy","2"
"World Wide Web","8"
"SWORD","1"
"Zebrafish","1"
"Pharmacogenomics","3"
"Ultrasound","10"
"Focused ultrasound","2"
"Magnetite","1"
"Magnetosome","2"
"Magnetotactic bacteria","2"
"Phase (matter)","1"
"Cancer biomarkers","2"
"Transcription factor","4"
"Decoy","1"
"STAT3","2"
"Induced pluripotent stem cell","3"
"Homeobox protein NANOG","1"
"SOX2","1"
"Genipin","1"
"Transdermal","3"
"Oxaliplatin","3"
"Cisplatin","10"
"Carboplatin","3"
"Disulfiram","3"
"Nanodevice","1"
"Endogeny","3"
"Lung cancer","16"
"DNA replication","4"
"Rolling circle replication","2"
"Whole body imaging","1"
"Fatty acid synthesis","1"
"Fatty acid metabolism","1"
"Kinase","7"
"Extracellular signal-regulated kinases","1"
"MAPK/ERK pathway","3"
"Extracellular","9"
"Pharmaceutical sciences","1"
"Bifunctional","1"
"Bismuth","2"
"Chelation therapy","1"
"Algae","1"
"Brown algae","1"
"Anatomy","5"
"Hyaluronic acid","5"
"Communication","2"
"Neoadjuvant therapy","3"
"Affect (linguistics)","2"
"Docetaxel","3"
"Resveratrol","1"
"Site of action","6"
"Pharmacokinetics","7"
"Cyclodextrin","5"
"Anxiety","4"
"Guided imagery","1"
"Progressive muscle relaxation","1"
"Pediatric oncology","3"
"Coating","1"
"Epithelial–mesenchymal transition","2"
"Neutrophil extracellular traps","2"
"Homing (biology)","3"
"Geometry","5"
"Gene expression","13"
"Signature (topology)","1"
"Gene signature","1"
"Modal","1"
"Downregulation and upregulation","1"
"Index (typography)","1"
"Kidney cancer","2"
"Mdm2","1"
"Process (computing)","3"
"Dispersity","1"
"Curcumin","5"
"Antibiotics","11"
"Antibiotic resistance","1"
"Antimicrobial peptides","3"
"Broad spectrum","4"
"Ovarian cancer","5"
"Lectin","1"
"Nanofiber","2"
"Electrospinning","1"
"Radiochemistry","9"
"Isotope","1"
"Boron","6"
"Neutron capture","5"
"Gadolinium","3"
"Melittin","1"
"Criminology","2"
"Collateral damage","2"
"Testicular cancer","6"
"Urothelial cancer","6"
"Tyrosine","1"
"Signal transducing adaptor protein","1"
"Protein tyrosine phosphatase","2"
"KRAS","1"
"PTPN11","1"
"Melanin","2"
"Allosteric regulation","1"
"Protein kinase B","1"
"PI3K/AKT/mTOR pathway","6"
"Liver cancer","3"
"Escherichia coli","4"
"Diabetes mellitus","2"
"Antibiotic therapy","2"
"Bacteriophage","2"
"Phage therapy","1"
"Urology","7"
"Membrane","8"
"Vesicle","4"
"Lipid bilayer","1"
"Biogenesis","3"
"Skin cancer","10"
"Melanoma","11"
"Hydroxyl radical","2"
"Fenton reaction","6"
"Recombinant DNA","7"
"Gene delivery","14"
"Vector (molecular biology)","4"
"Viral vector","5"
"Endocytosis","10"
"Glutathione","18"
"Glycation","1"
"Methylglyoxal","1"
"Lactoylglutathione lyase","1"
"Operations research","2"
"Penetration (warfare)","2"
"Crystal structure","2"
"External beam radiotherapy","1"
"Metastatic breast cancer","2"
"Dual role","1"
"Linguistics","4"
"Natural product","7"
"Government (linguistics)","3"
"Protocatechuic acid","1"
"Economic shortage","2"
"Intracellular","28"
"Business","8"
"Cause of death","1"
"Cancer survival","2"
"Metformin","1"
"Glucose oxidase","4"
"Carbohydrate metabolism","3"
"Impact factor","1"
"Transition metal","3"
"Ferrite (magnet)","1"
"Magnetic particle imaging","3"
"Picornavirus","1"
"Virotherapy","7"
"Poly(amidoamine)","1"
"Amidoamine","1"
"Clinical psychology","8"
"Insomnia","3"
"Cognitive behavioral therapy","4"
"Cognitive behavioral therapy for insomnia","2"
"Cellular metabolism","1"
"Hydrogen sulfide","1"
"Sulfur","1"
"Therapeutic modalities","12"
"Antifungal","3"
"Implant","1"
"Osseointegration","1"
"Silver nanoparticle","3"
"Bioadhesive","1"
"Microbubbles","2"
"Basal cell carcinoma","1"
"Basal cell","1"
"Actinic keratosis","1"
"Human Induced Pluripotent Stem Cells","1"
"Cytokine","3"
"Fusion protein","1"
"Proinflammatory cytokine","3"
"Ammonium","1"
"Antibacterial activity","3"
"Salt (chemistry)","1"
"Porosity","2"
"Manganese","7"
"Nanocrystal","3"
"Microwave","2"
"Anaplasia","1"
"Cancer metastasis","5"
"Nuclear receptor","1"
"Corepressor","1"
"Demethylase","2"
"Epidermal growth factor receptor","1"
"Gefitinib","1"
"Tumor heterogeneity","2"
"Statistical physics","1"
"Probability density function","1"
"Extinction (optical mineralogy)","1"
"Perturbation (astronomy)","1"
"Gompertz function","1"
"Nano-","7"
"Pathophysiology","2"
"DNA methylation","11"
"CRISPR","5"
"Epigenome","3"
"Cas9","2"
"Genome editing","5"
"Pharmacy","3"
"Efflux","3"
"Biobank","1"
"Glutathione peroxidase","3"
"Oligonucleotide","3"
"GPX4","3"
"Gastrointestinal cancer","2"
"DNA damage","8"
"DNA Damage Repair","3"
"Dilemma","1"
"Peroxide","1"
"Ethylene glycol","1"
"Gallic acid","1"
"Coordination polymer","1"
"Multimodal therapy","3"
"Replication (statistics)","2"
"Omics","2"
"Fluorescence microscope","1"
"Multicellular organism","1"
"Economic growth","5"
"Swarm behaviour","1"
"Convergence (economics)","1"
"Robustness (evolution)","3"
"Botany","7"
"Presentation (obstetrics)","3"
"Cysteine","1"
"Absorption (acoustics)","1"
"Social psychology","4"
"Surprise","1"
"Game theory","1"
"Mathematical economics","2"
"Evolutionary game theory","1"
"Pharmacovigilance","1"
"Tumor necrosis factor alpha","4"
"Hepatology","1"
"Transplant surgery","1"
"Discovery and development of mTOR inhibitors","2"
"Intervention (counseling)","4"
"Psychosocial","2"
"Exercise therapy","2"
"Skeletal muscle","1"
"Obesity","2"
"Weight loss","1"
"Appetite","1"
"Body weight","1"
"Pathological","1"
"Lean body mass","1"
"Anorexia","2"
"Muscle mass","1"
"Mode of action","1"
"Cancer chemotherapy","11"
"Narrative review","2"
"Deoxyribozyme","1"
"Cyclin-dependent kinase 2","2"
"Protein kinase A","3"
"Protein kinase R","1"
"Carbon Ion Radiotherapy","3"
"Retrospective cohort study","1"
"Proteases","2"
"Platinum","6"
"Nedaplatin","1"
"T cell","7"
"Natural killer cell","1"
"Interleukin 21","1"
"Natural killer T cell","1"
"Lymphokine-activated killer cell","1"
"Head and neck","7"
"Hyperbaric oxygen","2"
"Osteoradionecrosis","1"
"Histone deacetylase","3"
"Fluorophore","2"
"Product (mathematics)","1"
"Natural (archaeology)","4"
"Ring (chemistry)","2"
"Nanodot","2"
"Heteroatom","1"
"Chromatography","7"
"Biological fluids","2"
"PEGylation","2"
"Medicinal chemistry","1"
"Tetra","1"
"Triphenylphosphine","1"
"Cluster (spacecraft)","1"
"Stomach","1"
"Stomach cancer","1"
"Methylation","4"
"Methyltransferase","4"
"Lysine","1"
"Health care","8"
"Dentistry","2"
"Oral health","1"
"Oral cavity","1"
"Cardiac imaging","1"
"Lysosome","3"
"Exocytosis","1"
"Small interfering RNA","4"
"Fluorine","1"
"Receptor-mediated endocytosis","1"
"Epigenesis","1"
"Epigenetic therapy","4"
"Epigenomics","2"
"Genomics","1"
"Systems biology","2"
"Dentition","1"
"Virulence","1"
"Staphylococcus aureus","1"
"Streptococcus","1"
"Streptococcus pyogenes","1"
"Sore throat","1"
"Status quo","1"
"Ablation","8"
"Tumor ablation","7"
"Superoxide dismutase","3"
"Lipid peroxidation","4"
"Lipid metabolism","3"
"Competition (biology)","1"
"Surface engineering","2"
"Flavonoid","4"
"Quercetin","2"
"Anticipation (artificial intelligence)","1"
"Myeloid","2"
"Myeloid cells","1"
"Cosmetics","1"
"Nutraceutical","5"
"Hydroxide","1"
"Layered double hydroxides","1"
"Hematologic Neoplasms","2"
"Fullerene","3"
"Stratum corneum","1"
"Starvation","3"
"Ionic liquid","1"
"Ionic bonding","1"
"Integrin","1"
"RGD motif","1"
"Modularity (biology)","2"
"Endoplasmic reticulum","2"
"Unfolded protein response","1"
"Cellulose","1"
"Tissue engineering","4"
"Bacterial cellulose","1"
"Horseradish peroxidase","1"
"Probiotic","1"
"STAT protein","1"
"Activator (genetics)","1"
"Lytic cycle","1"
"Stereochemistry","16"
"Lipophilicity","2"
"Nitrogen atom","1"
"Stimulus (psychology)","2"
"Radioresistance","1"
"Parthenolide","1"
"Sesquiterpene lactone","1"
"Sesquiterpene","1"
"Systematic evolution of ligands by exponential enrichment","1"
"Mutant","3"
"Financial economics","1"
"Derivative (finance)","1"
"Autophagosome","1"
"Biofilm","4"
"Plasma","3"
"Nitrogen","4"
"Argon","2"
"Helium","2"
"Reactive nitrogen species","2"
"Atmospheric-pressure plasma","2"
"Carbene","1"
"Embedded system","2"
"Bottleneck","1"
"Dopamine","1"
"Dopaminergic","1"
"Dopamine receptor","1"
"Action (physics)","2"
"Protein–protein interaction","3"
"Temozolomide","1"
"U87","1"
"Neurosurgery","1"
"Arc (geometry)","1"
"Set (abstract data type)","2"
"Domain (mathematical analysis)","2"
"Immunity","9"
"Cmax","1"
"China","1"
"Environmental science","1"
"License","1"
"Correlation","1"
"Genome instability","1"
"Hematoporphyrin","1"
"Biopharmaceutical","1"
"Cytoplasm","5"
"Detection limit","1"
"Random coil","1"
"Circular dichroism","1"
"Nanoreactor","1"
"Homeostasis","4"
"Synthetic biology","1"
"Therapeutic ultrasound","2"
"Folic acid","2"
"Niche","1"
"Psychological therapy","2"
"Venom","1"
"NADPH oxidase","1"
"Oncogene","2"
"CD8","2"
"Acute promyelocytic leukemia","1"
"Retinoic acid","1"
"Arsenic trioxide","1"
"Arsenic","1"
"Succinimide","1"
"Disulfide bond","1"
"Capsule","1"
"Nanosensor","1"
"Plasmon","3"
"Near-infrared spectroscopy","2"
"Hematology","2"
"Drug approval","1"
"Itraconazole","1"
"Antifungal drug","1"
"Antifungal drugs","1"
"Druggability","3"
"Endosome","1"
"Endocytic cycle","2"
"Bacteriocin","2"
"Cyanine","2"
"Hyperthermia Treatment","1"
"Albumin","4"
"Laser","3"
"Excimer laser","1"
"Photoablation","1"
"Aqueous solution","5"
"Micelle","5"
"Geology","5"
"Raw material","1"
"Kaolinite","1"
"Sepiolite","1"
"Halloysite","1"
"Montmorillonite","1"
"Clay minerals","1"
"Bentonite","1"
"Polymersome","2"
"Cerium oxide","2"
"Nucleolus","2"
"Nucleolin","2"
"Clostridium difficile","1"
"Fecal bacteriotherapy","1"
"Gut microbiome","1"
"Kaempferol","2"
"Discontinuation","3"
"Self-assembling peptide","1"
"Microporous material","1"
"Transduction (biophysics)","2"
"Electron","2"
"Atomic physics","1"
"Auger effect","1"
"Radionuclide","1"
"Auger","1"
"Radionuclide therapy","5"
"Optical fiber","1"
"DU145","1"
"LNCaP","1"
"Management science","2"
"Molecular medicine","2"
"Prioritization","1"
"Molecular biomarkers","1"
"State of art","1"
"Chemiluminescence","1"
"Light source","1"
"Propranolol","1"
"Ligand (biochemistry)","4"
"Cyclen","1"
"Myricetin","1"
"Mononuclear phagocyte system","1"
"Radiogenomics","1"
"Selenium","1"
"Camptothecin","4"
"Cytoskeleton","1"
"Mechanobiology","1"
"Archaeology","6"
"History","4"
"Session (web analytics)","1"
"Medical education","1"
"German","1"
"Electrical engineering","5"
"Voltage","2"
"Pulse (music)","1"
"Halogen","1"
"Tetrapyrrole","1"
"Bacterial outer membrane","2"
"Electronics","1"
"Polyurethane","1"
"Isocyanate","1"
"Bacteroides","3"
"Metabolomics","2"
"Bacteroides fragilis","2"
"Therapeutic effect","1"
"Dimer","1"
"Cancer survivor","1"
"Comorbidity","1"
"Plasmonic nanoparticles","1"
"Nuclide","1"
"Neutron source","2"
"Tuberculosis","1"
"Agonist","3"
"Prostaglandin E2 receptor","1"
"Prostaglandin","1"
"Prostaglandin E2","1"
"Oncolytic adenovirus","4"
"Systemic administration","1"
"Primary tumor","1"
"Photonics","2"
"MXenes","4"
"Amorphous solid","2"
"Bimetal","1"
"Autofluorescence","2"
"Nitroreductase","3"
"Meteorology","1"
"Thermodynamics","4"
"Thermal","1"
"Homogeneous","1"
"Fabrication","2"
"Janus","1"
"Detoxification (alternative medicine)","2"
"Health benefits","1"
"T-cell receptor","1"
"Nanoshell","2"
"Macrophage polarization","1"
"Quantum yield","1"
"CTLA-4","1"
"Antigen processing","1"
"Antigen presentation","3"
"Myocarditis","2"
"Cardiomyopathy","1"
"Nonlinear system","3"
"Differential equation","2"
"Cell culture","2"
"Viral load","3"
"Neuroblastoma","1"
"Bifurcation","2"
"Equilibrium point","1"
"Microtubule","3"
"Tubulin","2"
"Pharmacophore","1"
"Combretastatin","2"
"Rabbit (cipher)","1"
"Sirolimus","1"
"Medical therapy","1"
"Malnutrition","3"
"Oxidative phosphorylation","4"
"Crystallography","1"
"Tertiary care","1"
"Center (category theory)","1"
"Nanotoxicology","2"
"Microwave heating","1"
"Lymphatic system","3"
"Tumor initiation","1"
"Separation (statistics)","1"
"Circulating tumor cell","2"
"Macromolecule","2"
"Fish <Actinopterygii>","2"
"Fishery","2"
"Jellyfish","1"
"Marine invertebrates","1"
"Marine fish","2"
"RNA interference","3"
"Cell-penetrating peptide","2"
"Neurodegeneration","1"
"In silico","4"
"Cascade","2"
"Hemostasis","1"
