"conceptTitle","countWork"
"Plant use of endophytic fungi in defense","1"
"Podophyllotoxin","3"
"Vinca","2"
"Alkaloid","1"
"Natural product","2"
"Myeloid leukemia","3"
"Podophyllum","1"
"Colchicine","1"
"Homoharringtonine","1"
"Aggregation-induced emission","3"
"Rational design","12"
"Porphyrin","11"
"Bioconjugation","2"
"Genetic enhancement","19"
"Nucleic acid","10"
"Gene delivery","9"
"Pharmacokinetics","9"
"Biopharmaceutical","1"
"Hepatocellular carcinoma","20"
"In silico","7"
"Physiologically based pharmacokinetic modelling","1"
"Immunosenescence","10"
"Immunity","15"
"Population","28"
"Environmental health","30"
"Prostate cancer","25"
"Neuroendocrine tumors","2"
"Molecular imaging","15"
"Composite number","12"
"Medical imaging","5"
"Fullerene","1"
"Carbon fibers","9"
"Vaccinia","1"
"Myxoma virus","2"
"Developmental psychology","2"
"Feeling","1"
"Family medicine","13"
"Palliative care","7"
"Likert scale","1"
"Test (biology)","2"
"Scale (ratio)","1"
"Complementary therapy","1"
"Intervention (counseling)","4"
"Randomized controlled trial","7"
"Obesity","5"
"Exercise therapy","3"
"Humanities","1"
"Habilitation","1"
"Selectivity","2"
"Molecular imprinting","1"
"Molecularly imprinted polymer","1"
"Site of action","5"
"Tumor hypoxia","10"
"Rating scale","1"
"Chronic fatigue syndrome","2"
"Cancer-related fatigue","4"
"Physical medicine and rehabilitation","2"
"Incidence (geometry)","6"
"Blood pressure","2"
"Curcumin","8"
"Drug discovery","25"
"Medicinal plants","4"
"Phytochemistry","1"
"Chemical space","2"
"Phytochemical","2"
"Druggability","2"
"Ecology","16"
"Venom","3"
"Snake venom","3"
"Operating system","10"
"Evolutionary biology","5"
"Profiling (computer programming)","2"
"Alkaline phosphatase","1"
"Creatine kinase","1"
"Edema","1"
"Alanine transaminase","1"
"Lactate dehydrogenase","1"
"Myotoxin","1"
"Antivenom","1"
"Envenomation","1"
"Aspartate transaminase","1"
"Radiation treatment planning","11"
"Proton therapy","19"
"Proton","6"
"Bragg peak","3"
"Quality assurance","2"
"Dosimetry","5"
"External quality assessment","2"
"Law","16"
"Dilemma","2"
"Ethical dilemma","2"
"Central nervous system","4"
"Particle therapy","10"
"Pediatric cancer","3"
"Pathological","2"
"Cancer cachexia","1"
"Cachexia","1"
"Endurance training","1"
"Copolymer","12"
"Self-assembly","2"
"Polymer science","5"
"Amphiphile","10"
"Geometry","1"
"Block (permutation group theory)","1"
"Aspirin","2"
"Engineering ethics","3"
"Dentistry","3"
"Platelet","1"
"Hemostasis","1"
"Cancer metastasis","4"
"Pathogenesis","5"
"Metabolism","12"
"Drug metabolism","4"
"Cellular metabolism","2"
"Drug response","1"
"Cancer drugs","26"
"Phenotype","8"
"Toxicology","4"
"Phenotypic screening","2"
"Mode of action","3"
"Drug action","6"
"Identification (biology)","5"
"Anticancer drug","17"
"Mechanical engineering","11"
"Prodrug","6"
"Click chemistry","2"
"Bioorthogonal chemistry","2"
"Adept","1"
"Limiting","5"
"Gene expression","15"
"Epigenetics","16"
"DNA methylation","7"
"Liver cancer","13"
"Epigenetic therapy","4"
"Histone","3"
"Cancer epigenetics","2"
"Histone methyltransferase","2"
"Aqueous medium","1"
"Magnetic hyperthermia","8"
"Magnetic nanoparticles","17"
"Positron emission tomography","9"
"Spect imaging","2"
"Radionuclide therapy","8"
"Pet imaging","7"
"Microstructure","1"
"Selective laser melting","1"
"Psychotherapist","10"
"Natural medicine","1"
"Albumin","5"
"Serum albumin","1"
"Bovine serum albumin","2"
"Cytarabine","1"
"Daunorubicin","1"
"Biomolecule","6"
"Food science","5"
"Essential oil","1"
"Bacillus cereus","1"
"Terpene","2"
"Candida albicans","1"
"Thymol","1"
"Carvacrol","1"
"Hypoxia (environmental)","4"
"Therapeutic modalities","1"
"Proteasome","2"
"Ubiquitin","5"
"Repurposing","5"
"Deubiquitinating enzyme","3"
"Drug repositioning","7"
"High-content screening","1"
"High-throughput screening","2"
"Solid lipid nanoparticle","1"
"TLR4","1"
"Broad spectrum","1"
"Xanthone","1"
"Gambogic acid","1"
"Relative biological effectiveness","7"
"Linear energy transfer","4"
"Radiation","2"
"Preclinical imaging","4"
"Functional imaging","2"
"Clonogenic assay","4"
"Cellular differentiation","1"
"Embryonic stem cell","3"
"Somatic evolution in cancer","3"
"Induced pluripotent stem cell","1"
"Reprogramming","7"
"Homing (biology)","2"
"Endocrinology","10"
"Antenna (radio)","2"
"Telecommunications","4"
"Attenuation","2"
"Ultrasound","8"
"Imaging phantom","6"
"Focus (optics)","5"
"Specific absorption rate","2"
"Therapeutic ultrasound","2"
"Ultrasound energy","2"
"Hyperthermia Treatment","4"
"Focused ultrasound","3"
"Meteorology","3"
"Magnetic field","7"
"Nuclear magnetic resonance","7"
"Work (physics)","2"
"Agarose","1"
"Hyperthermia therapy","2"
"Magnetic particle inspection","1"
"Biomagnetism","1"
"Particle (ecology)","4"
"Precision oncology","3"
"Genetic testing","1"
"Pharmacogenomics","3"
"Cancer genetics","1"
"Statistics","4"
"Monte Carlo method","2"
"Beam (structure)","3"
"Range (aeronautics)","2"
"Neutron","3"
"Computational physics","2"
"Tracking (education)","1"
"Nanorod","15"
"Hydrophobic effect","1"
"Optoelectronics","24"
"Melanoma","15"
"Black phosphorus","7"
"Nanocapsules","3"
"Phosphorus","3"
"Image (mathematics)","3"
"Similarity (geometry)","1"
"Approved drug","2"
"Heat shock protein","1"
"Expert opinion","1"
"Small molecule","12"
"Photoacoustic imaging in biomedicine","18"
"Indocyanine green","2"
"Resistance (ecology)","4"
"Acquired resistance","3"
"Food and drug administration","6"
"Medical emergency","1"
"Administration (probate law)","1"
"Arthroplasty","1"
"Clinical research","1"
"Cell therapy","10"
"Human–computer interaction","3"
"Modality (human–computer interaction)","3"
"Ultrasound imaging","2"
"Multimodal therapy","4"
"Epigenesis","2"
"Tumor heterogeneity","1"
"Radium","1"
"Radium-223","1"
"Bone metastasis","1"
"Doping","3"
"Ion","3"
"Lanthanide","2"
"Photon upconversion","4"
"Ultraviolet","1"
"Visible spectrum","1"
"Luminescence","4"
"Ultraviolet light","1"
"RNA","19"
"RNA interference","4"
"Oligonucleotide","9"
"Small interfering RNA","4"
"Mathematical analysis","22"
"Conjugate","16"
"Skin cancer","4"
"Ecotoxicology","1"
"Peptide","15"
"Nanofiber","3"
"Tetraphenylethylene","1"
"Peptide sequence","2"
"Alkyl","1"
"Cisplatin","9"
"Pentoxifylline","1"
"Pharmacotherapy","3"
"Multiple myeloma","2"
"Proteasome inhibitor","1"
"Bortezomib","2"
"Carfilzomib","1"
"Ixazomib","1"
"Posttranslational modification","1"
"Ubiquitin ligase","1"
"Neddylation","1"
"Cytokine","4"
"Programmed cell death","14"
"DNA repair","5"
"DNA damage","7"
"Radiosensitivity","5"
"CD47","3"
"Sensitization","5"
"Telomere","2"
"Telomerase","1"
"Cell culture","13"
"Abandonment (legal)","1"
"Characterization (materials science)","5"
"Cellulose","3"
"Quantum dot","7"
"Brain cancer","3"
"CRISPR","9"
"Zebrafish","2"
"Cas9","6"
"Genome editing","6"
"Genome","5"
"Multiplex","1"
"Genome engineering","3"
"Organism","1"
"Model organism","1"
"Gene targeting","1"
"Gene silencing","3"
"Function (biology)","8"
"Healthcare delivery","1"
"Microbubbles","2"
"Exosome","9"
"Antibiotics","6"
"Remote sensing","1"
"Aerospace engineering","1"
"Astrobiology","4"
"Astronomy","3"
"Spacecraft","1"
"Earth (classical element)","1"
"Aeronautics","1"
"Clinical psychology","6"
"MEDLINE","3"
"Distress","2"
"Naturalistic observation","1"
"PsycINFO","1"
"Multilevel model","1"
"Group psychotherapy","1"
"Cohesion (chemistry)","1"
"Cytotoxic T cell","9"
"Statin","1"
"Adjuvant therapy","5"
"Adjuvant","6"
"Temozolomide","4"
"Magnetic resonance imaging","9"
"MRI contrast agent","1"
"Systematic evolution of ligands by exponential enrichment","5"
"SELEX Aptamer Technique","2"
"Affinities","1"
"Diabetes mellitus","5"
"Type 2 diabetes","2"
"Glycemic","1"
"Macroeconomics","2"
"Gastroenterology","5"
"Anxiety","3"
"Depression (economics)","2"
"Psychological resilience","1"
"Gastrointestinal cancer","3"
"Window (computing)","2"
"Infrared","6"
"Therapeutic window","2"
"PD-L1","5"
"Excited state","1"
"Dextran","2"
"Sorafenib","3"
"Finance","7"
"Distribution (mathematics)","6"
"PEG ratio","6"
"Multimedia","1"
"Lymphoma","3"
"On demand","1"
"Disulfide bond","1"
"LNCaP","3"
"Surface charge","3"
"Endocytosis","3"
"Amino acid","7"
"Arginine","1"
"Arginase","1"
"Argininosuccinate synthase","1"
"Multidisciplinary approach","1"
"Sonodynamic therapy","6"
"Electrode","2"
"Electrochemistry","2"
"Glucose oxidase","3"
"Biosensor","14"
"Amperometry","1"
"Immunosuppression","3"
"Immune tolerance","1"
"Rehabilitation","1"
"Head and neck","4"
"Survivorship curve","2"
"Occupational therapy","1"
"Avidity","1"
"Single-cell analysis","1"
"Process (computing)","1"
"Cell signaling","2"
"Epithelial–mesenchymal transition","3"
"Peripheral blood","1"
"Primary tumor","3"
"Circulating tumor cell","10"
"Risk analysis (engineering)","10"
"Computational model","1"
"Interleukin","2"
"MAPK/ERK pathway","4"
"Immunohistochemistry","6"
"Tumor progression","7"
"Cancer-Associated Fibroblasts","2"
"Stromal cell","6"
"Stroma","1"
"STAT3","1"
"Human genetics","1"
"Integrin","4"
"Complementation","1"
"Niche","1"
"Complement (music)","1"
"Receptor tyrosine kinase","5"
"Tyrosine kinase","14"
"Epidermal growth factor receptor","11"
"Primary (astronomy)","2"
"Tumor-infiltrating lymphocytes","4"
"Lymphocyte","1"
"Carcinoma","2"
"Breast tumor","1"
"Clinical significance","2"
"Lung","7"
"Archaeology","2"
"Interim","1"
"Esophageal cancer","2"
"Basal cell","1"
"Redox","2"
"Heme","2"
"Ferroportin","1"
"Iron homeostasis","1"
"Metropolitan area","1"
"Ascorbic acid","2"
"Phoenix","1"
"Consumption (sociology)","1"
"Gynecology","1"
"Predictive marker","1"
"Leukemia","9"
"Molecular oncology","1"
"Chronic lymphocytic leukemia","2"
"Ibrutinib","2"
"Antibacterial activity","1"
"Schiff base","1"
"Polymerization","2"
"Folic acid","2"
"Polypyrrole","2"
"Folate receptor","4"
"Kinase","8"
"Protein kinase A","3"
"Phosphoproteomics","1"
"Kinome","1"
"Subtyping","2"
"Protein phosphorylation","1"
"Cancer biomarkers","6"
"Quantitative proteomics","1"
"Silicon dioxide","7"
"Mesoporous organosilica","8"
"Anatomy","16"
"Literature","3"
"Hyaluronic acid","7"
"Dual (grammatical number)","3"
"Nanoshell","2"
"Polyethylene glycol","8"
"Ethylene glycol","3"
"PEGylation","2"
"Alexa Fluor","2"
"Pure mathematics","1"
"Thermodynamics","4"
"Mechanics","1"
"Mass transfer","1"
"Diffusion","1"
"Field (mathematics)","1"
"Heat transfer","1"
"Pencil-beam scanning","2"
"Chondrosarcoma","2"
"Chordoma","1"
"Perioperative","1"
"Chemokine","1"
"Chemokine receptor","1"
"CXCR4","1"
"Bladder cancer","7"
"Retinoblastoma","2"
"Iontophoresis","1"
"Macrophage","4"
"Phagocytosis","1"
"Traditional Chinese medicine","1"
"Cholesterol","2"
"Blood lipids","1"
"Hyperlipidemia","1"
"Lipid metabolism","2"
"Metabolism disorder","1"
"Lipid Metabolism Disorder","1"
"Lycopene","1"
"Carotenoid","2"
"Organosulfur compounds","2"
"Aroma","1"
"Resveratrol","3"
"Polyphenol","3"
"Berberine","1"
"Lupeol","1"
"Irinotecan","4"
"Topotecan","1"
"Dielectric","2"
"Ferroelectricity","2"
"Crystallography","2"
"Crystal structure","2"
"X-ray photoelectron spectroscopy","1"
"Bismuth","3"
"Bismuth ferrite","2"
"Multiferroics","2"
"Analytical Chemistry (journal)","1"
"Ferrite (magnet)","2"
"Gas phase","1"
"Ablation","2"
"Tumor ablation","1"
"Osteoporosis","1"
"Nervous system","2"
"Systemic therapy","7"
"Mesothelin","2"
"Chemotherapeutic drugs","3"
"Cancer stage","1"
"Stage (stratigraphy)","6"
"Nivolumab","8"
"Polymersome","2"
"Clinical pharmacology","2"
"Clinical toxicology","1"
"HeLa","3"
"Zeta potential","2"
"Messenger RNA","3"
"Untranslated region","1"
"Malignancy","7"
"Endoplasmic reticulum","3"
"Unfolded protein response","2"
"Homeostasis","2"
"Business","7"
"Nano-","6"
"Glycolysis","4"
"Extracellular","10"
"Acidosis","1"
"Intracellular pH","2"
"Warburg effect","5"
"Fluorescent light","1"
"Genetic screen","1"
"Functional genomics","1"
"Genomics","2"
"Transcription activator-like effector nuclease","1"
"Trans-activating crRNA","1"
"CD44","3"
"Immunogenicity","11"
"Software engineering","1"
"Glutathione peroxidase","1"
"Peroxide","1"
"Lipid peroxidation","1"
"Lipid peroxide","1"
"Dependency (UML)","2"
"GPX4","1"
"Bispecific antibody","1"
"Monoclonal antibody therapy","3"
"Hybridoma technology","1"
"Magic bullet","1"
"NAD+ kinase","2"
"Sirtuin","2"
"Nicotinamide adenine dinucleotide","1"
"SIRT2","1"
"Contraindication","1"
"Metabolic pathway","2"
"Plant metabolism","1"
"Asteraceae","2"
"Lactone","1"
"Sesquiterpene lactone","2"
"Sesquiterpene","2"
"Fusion gene","3"
"Alectinib","1"
"Tyrosine-kinase inhibitor","5"
"Anaplastic lymphoma kinase","4"
"Malignant pleural effusion","6"
"Crizotinib","5"
"ALK inhibitor","2"
"Gene rearrangement","1"
"Fish <Actinopterygii>","1"
"Fishery","1"
"Chromosome","1"
"Fluorescence in situ hybridization","1"
"Chromosomal translocation","1"
"Antimicrobial peptides","1"
"Cell membrane","3"
"Effector","6"
"Membrane permeability","1"
"Oxygenation","2"
"Physiology","2"
"Tissue hypoxia","1"
"Viral load","1"
"Antiretroviral therapy","1"
"Human immunodeficiency virus (HIV)","1"
"Renin–angiotensin system","1"
"Cardiology","3"
"Myocardial infarction","3"
"Troponin","1"
"Subclinical infection","1"
"Omics","5"
"Nucleus","3"
"Platinum","8"
"Nuclear localization sequence","1"
"Carboplatin","2"
"NLS","1"
"Mutation","5"
"Prostate","6"
"PCA3","1"
"Chromoplexy","1"
"Whole genome sequencing","1"
"Pneumonia","8"
"COPD","7"
"Point of care","1"
"Point-of-care testing","1"
"Betulinic acid","2"
"Bimetallic strip","1"
"Allele","1"
"Microsatellite","1"
"Microsatellite instability","1"
"Lysosome","2"
"Dual role","1"
"Molecular medicine","1"
"Polymerase chain reaction","3"
"Brain tumor","2"
"Isocitrate dehydrogenase","2"
"Digital polymerase chain reaction","3"
"Genomic sequencing","1"
"Exome sequencing","1"
"Exome","1"
"Porosity","5"
"Galvanic cell","4"
"Iron oxide","4"
"Puma","2"
"Bcl-xL","1"
"Glycogen","1"
"Transcriptome","2"
"Hepatocyte","1"
"Fetal bovine serum","1"
"Progenitor cell","1"
"Wnt signaling pathway","5"
"Hedgehog","4"
"Neuropeptide","1"
"Neurotensin","1"
"Bombesin","1"
"Active ingredient","3"
"Genetically modified organism","3"
"Extracellular matrix","5"
"Adenocarcinoma","6"
"Viral Oncogene","1"
"ROS1","2"
"Protease","2"
"Modularity (biology)","1"
"Serpin","1"
"Reporter gene","1"
"Serine protease","1"
"Adeno-associated virus","1"
"Vector (molecular biology)","1"
"Childhood cancer","2"
"Pregnancy","1"
"Cetuximab","1"
"Regulation of gene expression","1"
"Non-coding RNA","2"
"Small nucleolar RNA","1"
"Long non-coding RNA","4"
"Piwi-interacting RNA","1"
"Gene transfer","1"
"Fourier transform infrared spectroscopy","1"
"Silanol","1"
"Reducing agent","1"
"DNA origami","2"
"Cognition","3"
"Cohort","4"
"Cog","1"
"Urinary system","9"
"CATS","9"
"Radiological weapon","9"
"Anesthesia","4"
"Deformity","2"
"Opioid","4"
"Spinal deformity","2"
"Parenteral nutrition","1"
"Medical nutrition therapy","1"
"Artificial nutrition","1"
"Sugar","3"
"Hydrogen","2"
"Ruthenium","1"
"Medicinal chemistry","1"
"Ligand (biochemistry)","2"
"Hydride","1"
"Dehydrogenation","1"
"Pyrazole","1"
"Pediatrics","2"
"Agency (philosophy)","1"
"Orphan drug","1"
"Nice","1"
"Excellence","1"
"General partnership","2"
"Management","1"
"Mathematics education","1"
"Unit (ring theory)","1"
"Methotrexate","1"
"Cyanobacteria","1"
"Sun protection","1"
"Semiconductor","3"
"Kidney cancer","3"
"Flavonoid","1"
"Quercetin","2"
"Genistein","1"
"Brassica","1"
"Crocetin","1"
"Kaempferol","1"
"Glucosinolate","1"
"Glucoraphanin","1"
"Cruciferous vegetables","2"
"Sulforaphane","1"
"Isoflavonoid","1"
"Chemoprotective","1"
"Gallic acid","1"
"Allicin","1"
"Dendritic cell","1"
"Phase (matter)","2"
"Thermal","2"
"Thermal conductivity","3"
"Engineering physics","3"
"Phase-change material","2"
"Phase change","2"
"Chelation","2"
"Tissue engineering","3"
"Transgene","1"
"Humanized mouse","2"
"Genetically engineered","3"
"Human disease","2"
"Marketing","1"
"Preclinical testing","1"
"Benchmarking","1"
"Relevance (law)","2"
"Protein adsorption","2"
"Metal","4"
"Cyclodextrin","2"
"Nanosheet","1"
"Janus","4"
"Collective motion","1"
"Energy conversion efficiency","2"
"Cell-penetrating peptide","2"
"Goal setting","2"
"Nanobiotechnology","6"
"Biosynthesis","2"
"Lipid accumulation","1"
"Acetyl-CoA carboxylase","1"
"Pyruvate carboxylase","1"
"Modal","2"
"Absorbance","2"
"Organic dye","1"
"Blood circulation","1"
"CA15-3","2"
"Hematology","3"
"Microsystem","1"
"Bone marrow","2"
"Immune surveillance","1"
"Nanoclusters","3"
"Tobacco mosaic virus","1"
"Mitoxantrone","1"
"Mosaic","1"
"Scanning electron microscope","1"
"Layer (electronics)","3"
"Microelectronics","1"
"Nickel","1"
"Coating","1"
"Platinum black","1"
"Skeletal muscle","1"
"Hemoglobin","2"
"Functional near-infrared spectroscopy","1"
"Myoglobin","1"
"Prefrontal cortex","1"
"Near-infrared spectroscopy","2"
"Isometric exercise","1"
"Penetration depth","1"
"Deoxygenated Hemoglobin","1"
"Human muscle","1"
"Lipid bilayer","1"
"DNA nanotechnology","1"
"Fluorescence correlation spectroscopy","1"
"Mannose receptor","1"
"Radionuclide imaging","2"
"Epilepsy","1"
"Carbohydrate","1"
"Weight loss","1"
"Insulin resistance","1"
"Glucose homeostasis","1"
"Glucose uptake","1"
"Ketogenic diet","1"
"Carbohydrate metabolism","2"
"Escherichia coli","2"
"Bacteriophage","2"
"Phage therapy","2"
"Antibiotic resistance","1"
"Gut flora","1"
"Gastrointestinal tract","1"
"Salmonella","1"
"Pathogenic bacteria","1"
"Human health","1"
"Innate immune system","3"
"Mdm2","7"
"Lead compound","1"
"Computer vision","1"
"Cone beam computed tomography","1"
"Image-guided radiation therapy","1"
"Computed tomography","1"
"Image registration","1"
"Voxel","1"
"Scanner","1"
"Blocking (statistics)","1"
"Oral cavity","2"
"Cyanine","1"
"Sarcopenia","1"
"Storm","1"
"SAFER","1"
"Biodegradable polymer","1"
"Urothelial cancer","1"
"Supramolecular chemistry","2"
"Enantiomer","1"
"Supramolecular chirality","1"
"Triple-negative breast cancer","7"
"Gene knockdown","6"
"Small hairpin RNA","3"
"Breast cancer metastasis","1"
"Circular RNA","1"
"Emulsion","3"
"Chlorin","1"
"Stimulus (psychology)","1"
"Structural engineering","1"
"Layer by layer","1"
"Pillar","1"
"Civil engineering","1"
"Corticosteroid","1"
"Methylprednisolone","1"
"Prednisone","1"
"Grading (engineering)","1"
