"conceptTitle","countWork"
"Intrathecal","1"
"Pain therapy","1"
"Antimicrobial","8"
"Optics","59"
"Biomimetic materials","1"
"Photoacoustic imaging in biomedicine","19"
"MXenes","2"
"Biosensor","7"
"Composite number","8"
"Carbon nanotube","11"
"Carbon fibers","7"
"Photothermal effect","13"
"Apoptosis","48"
"Art","13"
"Art history","2"
"Programmed cell death","19"
"The Renaissance","2"
"Acquired immune system","1"
"Photosensitizer","25"
"Immunity","11"
"Immunogenic cell death","5"
"Paleontology","32"
"Computer science","158"
"Context (archaeology)","24"
"Risk analysis (engineering)","15"
"Nuclear medicine","19"
"Radionuclide","3"
"Therapeutic index","5"
"Genetic enhancement","24"
"Mesenchymal stem cell","4"
"Stem-cell therapy","1"
"Cell therapy","16"
"Hyperthermia","30"
"Organelle","3"
"Endoplasmic reticulum","4"
"Golgi apparatus","1"
"Lysosome","3"
"Catalysis","56"
"Ruthenium","5"
"Quantum dot","8"
"Fluorescence","26"
"Biomedicine","14"
"Management science","3"
"Ecology","22"
"Virology","17"
"Tumor cells","31"
"Oncolytic virus","19"
"Virotherapy","6"
"Homing (biology)","1"
"Nursing","39"
"Randomized controlled trial","6"
"Intervention (counseling)","15"
"Acceptance and commitment therapy","4"
"Molecule","15"
"Supramolecular chemistry","11"
"Mathematical analysis","21"
"Drug resistance","29"
"Conjugate","14"
"Combination therapy","33"
"Transplantation","3"
"Organ transplantation","2"
"Kidney transplantation","1"
"Regenerative medicine","7"
"Regeneration (biology)","2"
"Membrane","15"
"Vesicle","2"
"Niosome","1"
"Dendrimer","14"
"Imaging agent","1"
"Microbiology","28"
"Tumor microenvironment","46"
"Multiple drug resistance","9"
"Cytokine","4"
"Recombinant DNA","4"
"Fusion protein","2"
"Surface plasmon resonance","3"
"Signal transduction","19"
"Kinase","8"
"Carcinogenesis","10"
"Mechanistic target of rapamycin","1"
"Discovery and development of mTOR inhibitors","2"
"PI3K/AKT/mTOR pathway","4"
"Artificial intelligence","28"
"Breast cancer","64"
"Head and neck","8"
"Head and neck cancer","8"
"Systemic therapy","11"
"Modality (human–computer interaction)","6"
"Treatment modality","3"
"Political science","22"
"Nanorod","14"
"Metastasis","32"
"Malignancy","10"
"Molecular imaging","6"
"Photochemistry","37"
"Prodrug","18"
"Multimedia","1"
"On demand","2"
"Nanomesh","1"
"Archaeology","7"
"History","5"
"Chromatography","7"
"Depot","2"
"Bacteria","17"
"Genome","10"
"Symbiosis","1"
"Holobiont","1"
"Gut microbiome","1"
"Chimeric antigen receptor","11"
"Nuclear physics","23"
"Irradiation","9"
"Nano-","15"
"Chitosan","10"
"microRNA","24"
"Characterization (materials science)","8"
"Innate immune system","3"
"Proton therapy","14"
"Proton","4"
"Philosophy","40"
"Linguistics","12"
"Tyrosine-kinase inhibitor","2"
"Dual (grammatical number)","15"
"Phosphorylation","2"
"Cell cycle","8"
"Cyclin-dependent kinase 2","2"
"Protein kinase A","1"
"Phosphoproteomics","1"
"Cyclin-dependent kinase 5","1"
"Protein phosphorylation","1"
"Phosphoprotein","1"
"Biosynthesis","2"
"Mevalonate pathway","2"
"DNA","32"
"DNA damage","9"
"Genome instability","2"
"Immune checkpoint","26"
"Thyroid cancer","9"
"Anaplastic thyroid cancer","2"
"Drug administration","1"
"Phospholipid","3"
"Phosphatidylserine","2"
"Genomics","5"
"Dependency (UML)","1"
"Precision oncology","1"
"Psychology","35"
"Pedagogy","4"
"Ploidy","2"
"Polyploid","2"
"Dynamics (music)","2"
"Adaptive response","2"
"Prostate cancer","14"
"Prostate","2"
"DNA sequencing","3"
"Macrophage","3"
"Race (biology)","1"
"Host (biology)","2"
"Law","17"
"Meta-analysis","4"
"MEDLINE","8"
"Systematic review","4"
"Intracellular","12"
"Mesoporous material","19"
"Mesoporous silica","17"
"Resistance (ecology)","8"
"Receptor","38"
"Paracrine signalling","4"
"Pancreatic cancer","25"
"Ovarian cancer","10"
"Epithelial ovarian cancer","1"
"Phenotype","5"
"Cell","43"
"Spleen","1"
"T cell","9"
"Adoptive cell transfer","7"
"Natural (archaeology)","5"
"Oxygen","36"
"Hypoxia (environmental)","21"
"Tumor hypoxia","14"
"Autophagy","15"
"Virus","11"
"Thyroid","4"
"Quality of life (healthcare)","18"
"Radioiodine therapy","3"
"Etiology","2"
"Atomic physics","3"
"Auger","1"
"Mesothelioma","2"
"Microvesicles","18"
"Vaccinia","1"
"Carbonic anhydrase inhibitor","2"
"Nanofiber","5"
"Carbonic anhydrase","2"
"Cytotoxic T cell","10"
"CD8","4"
"Chemokine","5"
"CXCR4","2"
"Mobilization","1"
"Blockade","11"
"Phase (matter)","2"
"Toxin","2"
"Topoisomerase","1"
"Salmonella","2"
"Infiltration (HVAC)","2"
"Waste management","3"
"Repurposing","7"
"Mebendazole","1"
"Drug repositioning","7"
"Translational research","2"
"Computer security","12"
"Key (lock)","7"
"Epigenetics","16"
"Protein disulfide-isomerase","1"
"Disulfide bond","1"
"Microfluidics","3"
"Single-cell analysis","1"
"Nanobiotechnology","4"
"Covalent bond","4"
"Porphyrin","14"
"Nanoscopic scale","6"
"Radiation treatment planning","5"
"Image-guided radiation therapy","1"
"Magnetic field","10"
"Magnetization","8"
"Superparamagnetism","8"
"Nitric oxide","4"
"Cancer imaging","38"
"Lactobacillus","1"
"Bifidobacterium","1"
"Gene delivery","6"
"Metabolism","11"
"Methionine","1"
"Nucleic acid","9"
"Gene expression","13"
"DNA methylation","9"
"Epigenetic therapy","6"
"Epistemology","26"
"Mechanism of action","6"
"Mechanism (biology)","20"
"Magic bullet","2"
"Adsorption","12"
"Metal-organic framework","12"
"Preclinical imaging","2"
"Nuclear magnetic resonance","7"
"Literature","9"
"Microsphere","2"
"Gadolinium","1"
"Antibiotics","6"
"Antifungal","2"
"Neutropenia","2"
"Febrile neutropenia","2"
"Empirical treatment","1"
"Chemokine receptor","3"
"CX3CR1","1"
"Lymphatic system","3"
"Electron paramagnetic resonance","1"
"Permeability (electromagnetism)","2"
"Electrical engineering","13"
"Perspective (graphical)","7"
"Current (fluid)","7"
"Adverse effect","20"
"Cyclin-dependent kinase 7","1"
"Ion","10"
"Particle therapy","5"
"Charged particle","4"
"Programming language","11"
"Scope (computer science)","1"
"Histone","5"
"Histone deacetylase","3"
"HDAC11","1"
"Cell metabolism","2"
"Reprogramming","3"
"Fatty acid metabolism","1"
"Lipid metabolism","1"
"Extracellular matrix","4"
"Matrix metalloproteinase","1"
"Cancer biomarkers","3"
"Matrix metalloproteinase inhibitor","1"
"Esophageal cancer","3"
"Nuclear chemistry","4"
"Radiochemistry","6"
"Boron","5"
"Phosphatidylcholine","1"
"Neutron capture","8"
"Carborane","1"
"Adept","4"
"Nanotoxicology","2"
"Biodegradable polymer","1"
"Polyhydroxyalkanoates","1"
"Methylation","2"
"Unfolded protein response","2"
"Biopolymer","3"
"Nutraceutical","2"
"Pharmaceutics","1"
"Hydrogen peroxide","4"
"Gluconic acid","2"
"Glucose oxidase","5"
"Operating system","13"
"Profiling (computer programming)","7"
"Glutathione","7"
"Inorganic chemistry","3"
"Nanowire","2"
"Tellurium","1"
"Glutamate receptor","1"
"Extracellular","3"
"Extracellular vesicle","5"
"Extracellular vesicles","7"
"Diagnostic biomarker","1"
"Isolation (microbiology)","3"
"Liquid biopsy","2"
"Exosome","3"
"Transcription factor","5"
"Pathogenesis","1"
"Function (biology)","10"
"Optoelectronics","22"
"Plasmon","3"
"Crystallography","12"
"Crystal structure","4"
"Nanogel","3"
"Bench to bedside","2"
"Myocardial infarction","2"
"Anthracycline","3"
"Cardioprotection","1"
"Dexrazoxane","2"
"Acute promyelocytic leukemia","3"
"Cell culture","3"
"Asthma","1"
"Retinoic acid","3"
"Myeloid","3"
"Eosinophil","1"
"Myeloid cells","1"
"Differentiation therapy","2"
"Cardiology","10"
"Atrial fibrillation","3"
"Ventricular fibrillation","1"
"Atrial flutter","1"
"Cardiac arrhythmia","1"
"Spectroscopy","1"
"Infrared spectroscopy","1"
"Fourier transform infrared spectroscopy","2"
"Glycoprotein","3"
"Glycan","2"
"Lectin","3"
"Economics","17"
"Economic growth","4"
"Finance","6"
"Business","14"
"Health care","4"
"Actuarial science","1"
"Health insurance","1"
"Clinical Practice","5"
"Population","11"
"Heart failure","10"
"Cardiomyopathy","2"
"Heart transplantation","1"
"Macromolecule","2"
"Hybrid material","1"
"Ligand (biochemistry)","5"
"Oncolytic adenovirus","2"
"Aerospace engineering","9"
"Sting","1"
"Mutant","4"
"Mutation","3"
"Pediatrics","3"
"Term (time)","5"
"Nanoengineering","1"
"Medical education","2"
"Library science","3"
"Systems engineering","4"
"Beam (structure)","4"
"Linear particle accelerator","2"
"Particle accelerator","2"
"Range (aeronautics)","2"
"Variety (cybernetics)","2"
"Ceramic","2"
"Inducer","3"
"Clearance","1"
"Polyethylene glycol","5"
"Mononuclear phagocyte system","1"
"Public administration","2"
"Physical medicine and rehabilitation","3"
"Balance (ability)","1"
"Task (project management)","2"
"Task force","2"
"Infrared","11"
"BODIPY","2"
"Near-infrared spectroscopy","2"
"Dual mode","2"
"Reductionism","1"
"Cognitive science","2"
"Engineering ethics","15"
"CLARITY","1"
"PEGylation","1"
"PEG ratio","4"
"Psychiatry","20"
"Nucleolus","1"
"Nucleolin","1"
"Nucleus","3"
"Drug interaction","1"
"Stereochemistry","10"
"Thiazole","1"
"Phosphate","2"
"Iron oxide","7"
"Antioxidant","10"
"Solid lipid nanoparticle","3"
"RNA","9"
"Enterovirus","1"
"Picornavirus","1"
"Picornaviridae","1"
"Effector","1"
"Gene regulatory network","2"
"DECIPHER","1"
"Biological network","2"
"Rational design","9"
"Nanocomposite","15"
"Nanocapsules","2"
"Alternative medicine","22"
"Circadian rhythm","2"
"Circadian clock","1"
"Biologist","1"
"Biological clock","1"
"Ablation","5"
"Thermal ablation","2"
"Psychotherapist","13"
"Anxiety","3"
"Music therapy","2"
"Vitamin","1"
"Multivitamin","1"
"Selection (genetic algorithm)","4"
"Polyester","1"
"Fluorescence-lifetime imaging microscopy","8"
"Immunosuppression","4"
"Thermodynamics","7"
"Electrode","4"
"Electrochemistry","3"
"Homogeneous","1"
"Platinum","8"
"Platinum nanoparticles","1"
"Basal cell","1"
"Quality (philosophy)","4"
"Nanocrystal","2"
"Manganese","2"
"Multimodal therapy","7"
"Leverage (statistics)","1"
"Cancer vaccine","5"
"Cobalt","1"
"Liver cancer","14"
"Hepatocellular carcinoma","3"
"Proteasome","4"
"Thio-","1"
"Photobleaching","1"
"Thioether","1"
"Aldehyde dehydrogenase","1"
"Gene isoform","1"
"Magnetism","1"
"Hyperthermia Treatment","2"
"Heat generation","2"
"Silver nanoparticle","2"
"Machine learning","5"
"Process management","1"
"Transformative learning","1"
"Prioritization","1"
"Reimbursement","2"
"Troponin","1"
"Risk stratification","2"
"Gut flora","4"
"Dysbiosis","2"
"Dopamine","1"
"Gemcitabine","5"
"Tissue engineering","7"
"Synthetic biology","1"
"Human cell","1"
"Crosstalk","1"
"Gene family","1"
"Bcl-2 family","4"
"Protein family","1"
"Coronary artery disease","1"
"Myocarditis","2"
"Cancer Medicine","8"
"Geology","2"
"Nicotine","1"
"Geomorphology","1"
"Smoking cessation","1"
"Nicotine replacement therapy","1"
"Lead (geology)","1"
"Factorial","1"
"Factorial analysis","1"
"Life expectancy","1"
"Dose rate","1"
"Radiobiology","4"
"Biodegradation","2"
"Chemical physics","1"
"Excited state","3"
"Energy transfer","1"
"Medical imaging","4"
"Ultrasound","6"
"Ultrasonic imaging","1"
"Ultrasound imaging","3"
"Organoid","2"
"Graphene quantum dot","1"
"Web of science","1"
"Geography","6"
"Treasure","1"
"Cognition","6"
"Clinical psychology","5"
"Insomnia","3"
"Cognitive behavioral therapy","3"
"Cognitive behavioral therapy for insomnia","1"
"Malaria","5"
"Chloroquine","2"
"Epidermal growth factor receptor","1"
"Erlotinib","1"
"Afatinib","1"
"Evolutionary biology","6"
"Phenotypic plasticity","2"
"Somatic evolution in cancer","2"
"Tumour heterogeneity","1"
"Snapshot (computer storage)","1"
"Antigenicity","1"
"Copolymer","7"
"Amphiphile","4"
"Nanoreactor","5"
"Indocyanine green","3"
"Dual role","1"
"Mitochondrion","7"
"Macroeconomics","6"
"Production (economics)","3"
"CAR T-cell therapy","4"
"PD-L1","3"
"Biological activity","2"
"Pharmacognosy","1"
"Alkaloid","2"
"Berberine","2"
"Berberis","1"
"Qualitative research","2"
"Grounded theory","1"
"Pure mathematics","5"
"Telecommunications","5"
"Field (mathematics)","4"
"Electromagnetic field","1"
"Radio frequency","1"
"Luminescence","6"
"Photon upconversion","6"
"Förster resonance energy transfer","3"
"Nanoprobe","3"
"Tumor suppressor gene","2"
"Gene silencing","2"
"Suicide gene","2"
"Triple-negative breast cancer","2"
"Raman spectroscopy","3"
"Enzyme catalysis","1"
"Aqueous two-phase system","1"
"Demography","2"
"Cross-sectional study","1"
"Descriptive statistics","1"
"Demographics","1"
"Palliative care","5"
"Insulin","4"
"Glycemic","1"
"Incidence (geometry)","5"
"Cyclodextrin","4"
"BETA (programming language)","1"
"Endosome","2"
"Internalization","4"
"Exploit","1"
"Mechanical engineering","10"
"Cyclophosphamide","3"
"Nitrogen mustard","1"
"Limiting","6"
"Human–computer interaction","3"
"Therapeutic window","4"
"Lactic acid","2"
"VEGF receptors","2"
"Glycolic acid","2"
"Vaccination","3"
"Ganglioside","1"
"Cancer survivor","1"
"Art therapy","3"
"Cancer cachexia","3"
"Cachexia","4"
"Small interfering RNA","3"
"Civil engineering","1"
"Copper","6"
"Underpinning","1"
"Chelation","2"
"Embedded system","1"
"Nexus (standard)","1"
"Cancer prevention","2"
"Vaccine adjuvant","1"
"Hypoxia-Inducible Factor 1","1"
"Hypoxia-inducible factors","1"
"Tryptophan","2"
"Colorectal cancer","21"
"Tryptophan Metabolism","2"
"Lytic cycle","1"
"Self-assembling peptide","2"
"Paclitaxel","7"
"Operations management","2"
"Stromal cell","2"
"Malnutrition","1"
"Medical nutrition therapy","4"
"Clinical nutrition","1"
"Spore","1"
"Obligate","1"
"Endospore","1"
"Messenger RNA","2"
"Translation (biology)","1"
"SAFER","2"
"Condensed matter physics","1"
"Ferromagnetism","1"
"Anatomy","10"
"Hyaluronic acid","9"
"CD44","4"
"Fluorophore","1"
"Two-photon excitation microscopy","2"
"Vitamin B12","1"
"Selectivity","2"
"Cobalamin","1"
"Advertising","1"
"Section (typography)","1"
"Cyclin-dependent kinase","1"
"Cell-penetrating peptide","3"
"Particle radiation","1"
"Polyphenol","4"
"Linker","3"
"Supramolecular polymers","1"
"Modularity (biology)","2"
"Gerontology","9"
"Prospective cohort study","2"
"Vincristine","1"
"Vindesine","1"
"Vinca","1"
"Tyrosine kinase","3"
"Tin","1"
"Solid mechanics","2"
"Coping (psychology)","2"
"Brain cancer","6"
"Hydrogen","2"
"Solubility","1"
"Hydrogen molecule","1"
"Metal","10"
"Palladium","1"
"Hydride","1"
"Leukemia","3"
"Chronic lymphocytic leukemia","1"
"Venetoclax","1"
"Nanocages","4"
"Oxide","7"
"Chlorambucil","1"
"Epigenesis","2"
"Human genetics","1"
"Epigenome","1"
"Bioactive glass","2"
"Food science","3"
"Green tea","1"
"Neoclassical economics","1"
"Skin cancer","5"
"Melanoma","6"
"Ingenuity","1"
"Potency","1"
"Data science","6"
"Exposome","1"
"Skeleton (computer programming)","1"
"Blood pressure","1"
"Antihypertensive drug","1"
"Nivolumab","4"
"Metabolomics","1"
"Metabolome","1"
"Metabolic pathway","2"
"Meteorology","4"
"Training (meteorology)","2"
"Platelet","2"
"Artificial enzyme","1"
"Abscopal effect","1"
"Ion channel","1"
"Maximum bubble pressure method","1"
"Parallel computing","1"
"Small molecule","8"
"Bubble","1"
"Interface (matter)","1"
"Adjuvant therapy","9"
"Brain tumor","3"
"Glioblastoma","6"
"Glioma","2"
"Psychoanalysis","1"
"Psyche","1"
"Epstein–Barr virus","1"
"Glycosylation","1"
"Glycomics","1"
"Immunohistochemistry","2"
"Stroma","2"
"Oral Cancers","2"
"Fabrication","3"
"Sol-gel","1"
"Ormosil","1"
"Necrosis","1"
"Glutathione peroxidase","2"
"Lipid peroxidation","2"
"Lipid peroxide","1"
"Peroxidase","2"
"GPX4","2"
"Cardiac dysfunction","4"
"Tumor ablation","3"
"Cholesterol","2"
"Lovastatin","1"
"Sarcopenia","1"
"Silicon","3"
"Porosity","2"
"Porous silicon","2"
"CRISPR","2"
"Genome editing","1"
"Master regulator","1"
"Cytotoxicity","6"
"Superoxide dismutase","2"
"Niclosamide","1"
"Piezoelectricity","2"
"Magnet","3"
"Nanogenerator","2"
"Triboelectric effect","2"
"Bifunctional","2"
"Acquired resistance","4"
"Kynurenine pathway","1"
"Kynurenine","1"
"Detoxification (alternative medicine)","2"
"Indoleamine 2,3-dioxygenase","1"
"Cardiac function curve","2"
"Mann–Whitney U test","1"
"Acupressure","1"
"Cancer-related fatigue","3"
"Wilcoxon signed-rank test","1"
"Molecular medicine","1"
"Host factors","1"
"Host response","1"
"Plasticity","1"
"Spaceflight","2"
"Heat transfer","2"
"Bioheat transfer","1"
"Multiple myeloma","1"
"Rare earth","1"
"Deep learning","1"
"Endocytosis","2"
"Cellulose","1"
"Bacterial cellulose","1"
"Automatic summarization","1"
"Electrophysiology","1"
"Repolarization","1"
"Ventricular Repolarization","1"
"Concomitant","3"
"Cisplatin","6"
"Thrombosis","2"
"Venous thrombosis","1"
"Broad spectrum","1"
"External beam radiation","2"
"Dipeptide","1"
"Camptothecin","3"
"Saponin","1"
"Cognitive therapy","1"
"Imidazolate","1"
"Cancer-Associated Fibroblasts","3"
"Gene transfer","1"
"Referral","1"
"Disulfiram","1"
"Desmoplasia","1"
"Bcl-xL","1"
"Protoporphyrin","1"
"Protoporphyrin IX","2"
"Ophthalmology","1"
"Macular degeneration","1"
"Bioelectronics","1"
"Cytoplasm","2"
"Subcellular localization","1"
"Informed consent","1"
"Gastroenterology","1"
"Significant difference","1"
"Statistical significance","1"
"Treatment and control groups","1"
"Liver function","1"
"Hematology","4"
"Sulfur","2"
"Selenium","3"
"KRAS","2"
"Mitoxantrone","1"
"Cancer cell lines","1"
"Endometrial cancer","4"
"Perylene","1"
"Diimide","1"
"Structural motif","1"
"Carbazole","1"
"Shell (structure)","3"
"Noble metal","1"
"Core (optical fiber)","5"
"Fishery","1"
"Venom","2"
"Snake venom","1"
"Zinc","3"
"Operations research","3"
"Penetration (warfare)","3"
"Retinoblastoma","1"
"Computer vision","2"
"Stage (stratigraphy)","3"
"Tissue transglutaminase","3"
"Center (category theory)","8"
"Cell survival","1"
"Solid tumor","5"
"Sampling (signal processing)","1"
"Filter (signal processing)","1"
"Primary tumor","1"
"Oncogene","2"
"Aggregation-induced emission","3"
"Cationic polymerization","2"
"Singlet oxygen","10"
"Radiodermatitis","1"
"DNA repair","4"
"DNA replication","1"
"Molybdenum","1"
"Coating","5"
"Lipid bilayer","3"
"Acetylation","2"
"Histone deacetylase inhibitor","1"
"Vorinostat","1"
"KEAP1","1"
"Magnesium","1"
"Hypomagnesemia","1"
"Protein engineering","1"
"Bone metastasis","1"
"Adipose tissue","1"
"Scaffold","2"
"Deoxycytidine","1"
"Osteoporosis","1"
"Doping","2"
"Lanthanide","1"
"Engineering drawing","1"
"Contouring","2"
"Transition metal","2"
"Dual function","2"
"Ionophore","1"
"Salinomycin","1"
"Anakinra","1"
"Arsenic trioxide","1"
"Arsenic","1"
"Poly(amidoamine)","1"
"Amidoamine","1"
"HeLa","5"
"Electronic engineering","1"
"Positron emission tomography","4"
"Pet imaging","3"
"Sensitivity (control systems)","1"
"Escherichia coli","1"
"Bacteriophage","1"
"Filamentous bacteriophage","1"
"Phage therapy","1"
"Phage display","1"
"Uveitis","1"
"Tobacco mosaic virus","1"
"Absorption (acoustics)","3"
"Nephrotoxicity","1"
"Oligonucleotide","1"
"Systematic evolution of ligands by exponential enrichment","1"
"SELEX Aptamer Technique","1"
"DNA polymerase","1"
"Polymerase","6"
"Laser","3"
"Laser therapy","2"
"Multicellular organism","1"
"Transformation (genetics)","2"
"Circulating tumor cell","2"
"Cancer metastasis","4"
"Organic molecules","1"
"Endocrinology","5"
"Glucose transporter","2"
"GLUT1","1"
"Renal cell carcinoma","1"
"Heat shock protein","2"
"Hsp90","2"
"Hsp90 inhibitor","2"
"Geldanamycin","2"
"Auxotrophy","1"
"Nutrient sensing","1"
"Molybdenum disulfide","1"
"Ferrofluid","1"
"Electromagnetic coil","2"
"Helmholtz coil","1"
"Prussian blue","2"
"Phosphorus","3"
"Black phosphorus","4"
"Radical","5"
"Superoxide","1"
"Hydroxyl radical","2"
"Toll","2"
"Haematopoiesis","5"
"Hematopoietic stem cell","1"
"Papillary thyroid cancer","1"
"Mitosis","1"
"Poly ADP ribose polymerase","4"
"Zebrafish","1"
"Transcription (linguistics)","4"
"Guideline","3"
"Bone marrow","1"
"Adoptive immunotherapy","2"
"Autophagosome","1"
"Protein degradation","2"
"Cancer chemotherapy","6"
"Frizzled","1"
"Wnt signaling pathway","1"
"Agronomy","1"
"Biomass (ecology)","1"
"Toxicology","1"
"Ionizing radiation","2"
"Radioresistance","1"
"Fenton reaction","3"
"Protein stability","1"
"Sulfide","1"
"Bismuth","1"
"Rehabilitation","4"
"Psychological intervention","6"
"Polypharmacy","1"
"Side effect (computer science)","2"
"Dextran","2"
"Poloxamer","2"
"Acoustics","3"
"STAT3","1"
"Janus kinase","1"
"STAT protein","1"
"Janus kinase 2","1"
"Transducer","1"
"Melanin","1"
"Embryonic stem cell","3"
"Induced pluripotent stem cell","3"
"Genomic medicine","1"
"Multidisciplinary approach","3"
"Microwave","2"
"Microwave irradiation","1"
"Nausea","2"
"Antiemetic","1"
"Amino acid metabolism","1"
"Janus","2"
"Ferulic acid","2"
"Sunitinib","1"
"Complete response","1"
"Biosafety","2"
"MAPK/ERK pathway","3"
"Folic acid","2"
"Folate receptor","3"
"Nanomaterial-based catalyst","1"
"RNA splicing","1"
"Nonsense-mediated decay","1"
"Nonsense","1"
"Communication","1"
"Nutrient","1"
"Affect (linguistics)","2"
"Pharmacokinetics","3"
"Dosing","1"
"Plasmodium falciparum","3"
"Artemisinin","3"
"Dihydroartemisinin","3"
"Focused ultrasound","1"
"Plant virus","1"
"RNA-dependent RNA polymerase","1"
"Capsid","1"
"Cowpea mosaic virus","1"
"Brome mosaic virus","1"
"Molecular diagnostics","1"
"Cancer detection","2"
"Commerce","1"
"Protein-Tyrosine Kinases","1"
"Lysyl oxidase","1"
"Hybridoma technology","1"
"Antibody-drug conjugate","1"
"Cytarabine","1"
"Nickel","1"
"Ferrite (magnet)","1"
"Nanometre","1"
"Therapeutic effect","2"
"Phagocytosis","1"
"Docetaxel","2"
"Major histocompatibility complex","1"
"Immune escape","1"
"Evasion (ethics)","2"
"Therapeutic approach","1"
"Click chemistry","1"
"Water soluble","1"
"Neutron","4"
"Isotope","1"
"Radiation","1"
"Nuclide","2"
"Chemotherapeutic drugs","4"
"Cartography","1"
"Scale (ratio)","1"
"Preference","1"
"Cervical cancer","3"
"Virtual reality","1"
"Nanostructure","4"
"Polymersome","2"
"Membrane permeability","1"
"Simple (philosophy)","1"
"Mutagenesis","1"
"Management system","1"
"Quality management","1"
"Chemoradiotherapy","1"
"Rose bengal","1"
"Stratum corneum","1"
"Transdermal","2"
"Tolerability","1"
"Food and drug administration","1"
"Lesion","1"
"Epilepsy","1"
"Ketogenic diet","1"
"Criminology","3"
"Collateral damage","3"
"Coronavirus disease 2019 (COVID-19)","4"
"Viral therapy","4"
"Human Induced Pluripotent Stem Cells","1"
"Chromatin","1"
"Bacterial protein","1"
