"conceptTitle","countWork"
"Lung cancer","36"
"Emergency medicine","2"
"Personalized medicine","31"
"Medical physics","62"
"Precision medicine","26"
"Diagnostic test","1"
"Companion diagnostic","4"
"Proteomics","7"
"Biomarker","17"
"Drug development","11"
"In silico","9"
"Systems biology","8"
"Biomarker discovery","5"
"Modelling biological systems","2"
"Drug action","4"
"Systems pharmacology","2"
"Liquid biopsy","6"
"Click chemistry","1"
"Bioconjugation","1"
"Bioorthogonal chemistry","1"
"Apoptosis","60"
"Necrosis","2"
"Oxidative stress","13"
"Cardiotoxicity","20"
"Breast cancer","50"
"Reactive oxygen species","26"
"Anthracycline","4"
"Sociology","19"
"Social science","14"
"Medical imaging","3"
"Positron emission tomography","4"
"Computed tomography","1"
"Preclinical imaging","10"
"Emission computed tomography","1"
"Molecular imaging","5"
"Cancer detection","4"
"Modalities","14"
"Photoacoustic imaging in biomedicine","34"
"Cancer incidence","3"
"Curcumin","9"
"Curcuma","2"
"Neuroscience","28"
"Childhood cancer","2"
"Pediatric cancer","3"
"Cardiac toxicity","2"
"Anesthesia","3"
"Morphine","1"
"Cancer pain","3"
"Spasticity","1"
"Chronic pain","1"
"Pharmacotherapy","1"
"Breakthrough Pain","1"
"Intrathecal","1"
"Pain therapy","1"
"Antimicrobial","6"
"Biomimetic materials","7"
"MXenes","24"
"Composite number","7"
"Carbon nanotube","65"
"Carbon fibers","7"
"Photothermal effect","61"
"Art","8"
"Art history","3"
"Programmed cell death","27"
"The Renaissance","3"
"Acquired immune system","9"
"Photosensitizer","54"
"Immunity","20"
"Immunogenic cell death","7"
"Cell biology","100"
"Stem cell","26"
"Mesenchymal stem cell","11"
"Regeneration (biology)","1"
"Stem-cell therapy","3"
"Cell therapy","18"
"Adipose tissue","1"
"Bone marrow","5"
"Endothelial stem cell","2"
"Stromal cell","10"
"Regenerative medicine","6"
"Clinical uses of mesenchymal stem cells","1"
"Adult stem cell","1"
"Stromal vascular fraction","1"
"Stem cell transplantation for articular cartilage repair","1"
"Basal cell","11"
"Hyperthermia","30"
"Nanorod","67"
"Organelle","3"
"Endoplasmic reticulum","3"
"Golgi apparatus","1"
"Lysosome","2"
"Surface plasmon resonance","8"
"Quantum mechanics","60"
"Quantum dot","25"
"Fluorescence","35"
"Biomedicine","19"
"Optoelectronics","39"
"Layer (electronics)","3"
"PEDOT:PSS","1"
"Virology","17"
"Tumor cells","43"
"Oncolytic virus","17"
"Cancer stem cell","18"
"Virotherapy","9"
"Homing (biology)","1"
"Tumor microenvironment","72"
"Nanocomposite","38"
"Membrane","28"
"Vesicle","12"
"Niosome","3"
"Solid lipid nanoparticle","5"
"Dendrimer","9"
"Imaging agent","2"
"Signal transduction","28"
"Kinase","11"
"Carcinogenesis","26"
"Mechanistic target of rapamycin","1"
"Discovery and development of mTOR inhibitors","2"
"PI3K/AKT/mTOR pathway","11"
"Photochemistry","67"
"Cytotoxicity","10"
"Luminescence","11"
"Photon upconversion","11"
"Phototoxicity","6"
"Political science","27"
"Machine learning","9"
"Public relations","2"
"Medical education","4"
"Young professional","1"
"Value (mathematics)","2"
"Nurse education","2"
"Nursing","25"
"Nursing research","3"
"Nursing care","1"
"Law","18"
"Operating system","18"
"Cardiology","11"
"Theme (computing)","3"
"Excellence","1"
"Library science","3"
"Dentistry","2"
"Metropolitan area","1"
"Dental care","1"
"Abu dhabi","1"
"Business","11"
"Marketing","1"
"Visual arts","1"
"Cosmetology","1"
"Kuala lumpur","1"
"Nanoshell","19"
"Ablation","16"
"Thermal ablation","11"
"Prodrug","16"
"Oxygen","49"
"Sonodynamic therapy","6"
"Bacteria","10"
"Genome","12"
"Symbiosis","2"
"Holobiont","2"
"Gut microbiome","9"
"Chimeric antigen receptor","15"
"Cytokine","5"
"Interleukin","2"
"Innate immune system","6"
"Skin cancer","4"
"Phthalocyanine","2"
"Singlet oxygen","25"
"Statistics","12"
"Nuclear physics","15"
"Monte Carlo method","3"
"Proton therapy","7"
"Proton","4"
"Lung","8"
"Nuclear medicine","12"
"Imaging phantom","2"
"Treatment of lung cancer","4"
"Hepatocellular carcinoma","14"
"Kinome","2"
"Sorafenib","1"
"Nanocapsules","6"
"Drug administration","1"
"Cancer Medicine","13"
"DNA","28"
"Hypoxia (environmental)","19"
"DNA damage","13"
"Drug resistance","29"
"Tumor hypoxia","18"
"Autophagy","23"
"Protein kinase B","1"
"Western blot","2"
"PTEN","3"
"microRNA","45"
"Microbiology","27"
"Biodistribution","14"
"Virus","13"
"Thyroid","5"
"Radioiodine therapy","3"
"Thyroid cancer","7"
"Antigen","14"
"Aerospace engineering","6"
"Spacecraft","2"
"Cancer vaccine","5"
"New horizons","2"
"Virulence","3"
"Serotype","1"
"Immunogenicity","1"
"Salmonella","2"
"Typhoid fever","1"
"Attenuated vaccine","1"
"Salmonella enterica","1"
"Paratyphoid fever","1"
"Heterologous","1"
"Cell","60"
"Single-cell analysis","1"
"Nanobiotechnology","8"
"Covalent bond","7"
"Porphyrin","21"
"Boosting (machine learning)","2"
"Zinc","10"
"Shell (structure)","5"
"Nanostructure","9"
"Core (optical fiber)","6"
"Radiation treatment planning","2"
"Image-guided radiation therapy","1"
"Radiation oncology","4"
"Cancer imaging","24"
"Graphene quantum dot","17"
"Philosophy","36"
"Epistemology","28"
"Mechanism of action","4"
"Mechanism (biology)","19"
"Magic bullet","2"
"Archaeology","3"
"History","3"
"Engineering ethics","6"
"Data science","8"
"Management science","3"
"Cell cycle","13"
"Cyclin-dependent kinase 2","1"
"Leukemia","12"
"Chronic lymphocytic leukemia","7"
"Lymphoma","6"
"Mantle cell lymphoma","1"
"Ibrutinib","1"
"Venetoclax","7"
"Cyclin-dependent kinase 7","1"
"Ion","6"
"Particle therapy","4"
"Charged particle","3"
"Computer security","10"
"Range (aeronautics)","4"
"Radiobiology","7"
"Exploit","2"
"Programming language","8"
"Genetic enhancement","21"
"Scope (computer science)","4"
"Gene delivery","7"
"Epigenetics","14"
"Histone","5"
"Histone deacetylase","4"
"HDAC11","2"
"Metabolism","6"
"Cell metabolism","2"
"Reprogramming","7"
"Fatty acid metabolism","1"
"Lipid metabolism","1"
"Artificial intelligence","17"
"Pooling","1"
"Chromatography","14"
"Nuclear chemistry","7"
"Radiochemistry","4"
"Phospholipid","1"
"Boron","5"
"Phosphatidylcholine","1"
"Neutron capture","3"
"Carborane","1"
"Magnetic field","17"
"Magnetization","13"
"Superparamagnetism","13"
"Nanotoxicology","2"
"Prostate cancer","15"
"Retinoic acid","4"
"Prostate","7"
"Biodegradable polymer","1"
"Polyhydroxyalkanoates","2"
"Biopolymer","5"
"Chitosan","10"
"Nutraceutical","5"
"Pharmaceutics","3"
"Hydrogen peroxide","10"
"Gluconic acid","5"
"Glucose oxidase","8"
"Silver nanoparticle","2"
"Salt (chemistry)","1"
"Peroxide","2"
"Metastasis","44"
"Organoid","7"
"Inorganic chemistry","4"
"Nanowire","3"
"Tellurium","1"
"Glutamate receptor","1"
"Neurotransmitter","1"
"Glutaminase","1"
"Glutamate carboxypeptidase II","1"
"Angiogenesis","11"
"Extracellular","13"
"Cell signaling","7"
"Microvesicles","36"
"Cell type","3"
"Extracellular vesicle","16"
"Microvesicle","4"
"Extracellular vesicles","19"
"Intracellular","10"
"Elastase","2"
"Neutrophil extracellular traps","2"
"Exosome","12"
"Integrin","4"
"Ovarian cancer","14"
"Diagnostic biomarker","2"
"Nucleic acid","3"
"Cancer biomarkers","3"
"Isolation (microbiology)","2"
"Ubiquitin","8"
"ISG15","2"
"Deubiquitinating enzyme","3"
"Gene knockdown","5"
"Small hairpin RNA","2"
"Criminology","4"
"Collateral damage","4"
"Plasmon","11"
"Molecule","20"
"Supramolecular chemistry","14"
"Supramolecular assembly","2"
"Nanogel","3"
"Bench to bedside","2"
"Nanorobotics","4"
"Myocardial infarction","3"
"Cardioprotection","2"
"Dexrazoxane","3"
"Ischemia","1"
"Metabolite","1"
"Daunorubicin","1"
"Haematopoiesis","4"
"Dendritic cell","1"
"Transplantation","2"
"Hematopoietic stem cell transplantation","3"
"Myeloid leukemia","4"
"Myeloid","2"
"Midostaurin","1"
"Heart failure","12"
"Ejection fraction","3"
"Gynecology","6"
"Hybrid material","1"
"Ginseng","2"
"Drug interaction","3"
"Herb","2"
"Medicinal herbs","2"
"Milk Thistle","1"
"Regimen","4"
"Concomitant","3"
"Characterization (materials science)","5"
"Action (physics)","2"
"World Wide Web","4"
"Event (particle physics)","2"
"Oncology nursing","1"
"Mathematical analysis","14"
"Psychology","28"
"Gender studies","1"
"Inequality","1"
"Women in science","1"
"Diversity (politics)","1"
"Gender inequality","1"
"Systems engineering","1"
"Beam (structure)","6"
"Linear particle accelerator","5"
"Particle accelerator","3"
"Variety (cybernetics)","1"
"Dose rate","3"
"Psychiatry","23"
"Lymph","1"
"Mesoporous organosilica","1"
"Colorectal cancer","26"
"HDAC6","1"
"ATG5","1"
"Necroptosis","2"
"Inducer","2"
"Glutathione peroxidase","4"
"Lipid peroxidation","5"
"Lipid peroxide","3"
"Peroxidase","1"
"GPX4","4"
"Clearance","1"
"Urology","5"
"Polyethylene glycol","8"
"Mononuclear phagocyte system","1"
"Infrared","5"
"BODIPY","4"
"Near-infrared spectroscopy","2"
"Dual mode","1"
"HeLa","10"
"Chromophore","3"
"Rose bengal","3"
"Resistance (ecology)","4"
"Reductionism","1"
"Paracrine signalling","5"
"Cancer-Associated Fibroblasts","8"
"Nucleolus","1"
"Nucleolin","1"
"Nucleus","1"
"Blood pressure","6"
"Distribution (mathematics)","3"
"Pharmacokinetics","13"
"Drug metabolism","2"
"ADME","2"
"Telmisartan","2"
"Drug-drug interaction","2"
"Stereochemistry","9"
"Thiazole","1"
"RNA","7"
"Enterovirus","1"
"Picornavirus","1"
"Picornaviridae","1"
"Gene expression","18"
"Gene regulatory network","7"
"DECIPHER","6"
"Biological network","7"
"Warburg effect","5"
"Anaerobic glycolysis","4"
"Rational design","9"
"T cell","18"
"CAR T-cell therapy","4"
"Blockade","16"
"Combination therapy","31"
"Astrobiology","3"
"Refractory (planetary science)","2"
"Malignancy","8"
"Nitric oxide","4"
"Quality of life (healthcare)","13"
"Psychotherapist","12"
"Acoustics","8"
"Telecommunications","7"
"Jitter","1"
"Clock signal","1"
"Protein kinase A","1"
"Period (music)","1"
"Circadian rhythm","2"
"Casein kinase 1","1"
"Zebrafish","1"
"Circadian clock","2"
"Stimulus (psychology)","1"
"Bacterial circadian rhythms","1"
"Master clock","1"
"Biological clock","2"
"Perspective (graphical)","3"
"Biologist","1"
"Cytotoxic T cell","12"
"Iron oxide","8"
"Intervention (counseling)","10"
"Anxiety","4"
"MEDLINE","8"
"Systematic review","3"
"Music therapy","1"
"Vitamin","2"
"Multivitamin","1"
"Thermodynamics","10"
"Magnetism","3"
"Hyperthermia Treatment","3"
"Heat generation","6"
"Clinical Practice","5"
"In situ","1"
"Multimodal therapy","6"
"Monomer","1"
"Selectivity","2"
"Nanoclusters","3"
"Immunosuppression","5"
"Adoptive cell transfer","7"
"Nano-","9"
"Operations research","4"
"Penetration (warfare)","4"
"Geriatric oncology","3"
"Photobleaching","2"
"Thioether","2"
"Finance","7"
"Amine gas treating","1"
"PEG ratio","7"
"Pedagogy","1"
"Health care","9"
"Process management","1"
"Key (lock)","4"
"Transformative learning","1"
"Prioritization","1"
"Reimbursement","2"
"Troponin","1"
"Risk stratification","2"
"Gut flora","11"
"Dysbiosis","5"
"Cell culture","11"
"Tissue engineering","6"
"Synthetic biology","2"
"Human cell","1"
"Crosstalk","2"
"Gene family","1"
"Bcl-2 family","4"
"Protein family","1"
"Allergy","3"
"Asthma","3"
"Helminths","3"
"Schistosomiasis","3"
"Allergic inflammation","3"
"Regulatory T cell","3"
"IL-2 receptor","3"
"Schistosoma mansoni","3"
"Myocarditis","1"
"Cardiomyopathy","1"
"Schizophrenia (object-oriented programming)","1"
"Clozapine","1"
"Presentation (obstetrics)","2"
"Function (biology)","6"
"Social psychology","2"
"Power (physics)","5"
"Clinical psychology","10"
"Developmental psychology","1"
"Personality","1"
"Big Five personality traits","1"
"Psychometrics","1"
"Cronbach's alpha","1"
"Confirmatory factor analysis","1"
"Structural equation modeling","1"
"Alternative five model of personality","1"
"Big Five personality traits and culture","1"
"Personality Assessment Inventory","1"
"Reliability (semiconductor)","1"
"Therapeutic index","6"
"Radiosensitivity","3"
"Atomic physics","5"
"Chemical physics","2"
"Excited state","7"
"Energy transfer","1"
"Ultrasound","5"
"Therapeutic ultrasound","1"
"Structural engineering","1"
"Adjuvant","3"
"Pillar","1"
"Triple-negative breast cancer","5"
"Epidermal growth factor receptor","2"
"Erlotinib","1"
"Afatinib","1"
"Evolutionary biology","3"
"Genomics","8"
"Phenotypic plasticity","2"
"Somatic evolution in cancer","2"
"Genome instability","1"
"Tumour heterogeneity","1"
"Snapshot (computer storage)","1"
"Antigenicity","1"
"Fluorescence-lifetime imaging microscopy","11"
"Nanoreactor","7"
"Indocyanine green","6"
"Ipilimumab","6"
"Hormone","6"
"Endocrine system","4"
"Confidence interval","3"
"Adverse effect","18"
"Atezolizumab","4"
"Nivolumab","3"
"Pembrolizumab","4"
"Durvalumab","3"
"Hazard ratio","2"
"Head and neck cancer","7"
"Pancreatic cancer","14"
"Dual role","1"
"Anatomy","13"
"Hyaluronic acid","14"
"CD44","9"
"PD-L1","6"
"Gene silencing","5"
"Macrophage","4"
"Biological activity","2"
"Pharmacognosy","1"
"Alkaloid","2"
"Berberine","2"
"Berberis","1"
"Electrical engineering","14"
"Electromagnetic coil","4"
"Induction heating","2"
"Nuclear magnetic resonance","6"
"Antenna (radio)","1"
"Mechanics","3"
"Dissipation","1"
"Amplitude","1"
"Heat transfer","1"
"Radio frequency","2"
"Absorption (acoustics)","2"
"Specific absorption rate","1"
"Bioheat transfer","1"
"Non-ionizing radiation","1"
"Chemotherapeutic drugs","4"
"Förster resonance energy transfer","3"
"Nanoprobe","5"
"Tumor suppressor gene","3"
"Suicide gene","2"
"Platinum","6"
"Conjugate","10"
"Spectroscopy","1"
"Optical coherence tomography","2"
"Photocatalysis","3"
"Diffuse reflectance infrared fourier transform","1"
"Oral Cancers","1"
"Gold standard (test)","1"
"Cross-sectional study","1"
"Population","13"
"Environmental health","16"
"Insulin","1"
"Glycemic","1"
"Incidence (geometry)","7"
"Photonics","2"
"Perylene","2"
"Diimide","2"
"Optical imaging","3"
"Human breast","2"
"PLGA","3"
"SKBR3","1"
"Cancer cachexia","3"
"Cachexia","4"
"Sarcopenia","3"
"Microwave","4"
"Copper","3"
"Oxide","22"
"Copper oxide","1"
"Head and neck","4"
"Modality (human–computer interaction)","3"
"Treatment modality","1"
"Biogenesis","3"
"Cetuximab","1"
"Self-assembling peptide","3"
"Paclitaxel","11"
"Nanofiber","7"
"Cyclophosphamide","3"
"Chlorambucil","2"
"Economics","23"
"Computer network","2"
"Mechanical engineering","5"
"Economic growth","10"
"Cost–benefit analysis","1"
"Resource (disambiguation)","1"
"Health technology","2"
"Quality (philosophy)","4"
"Cost effectiveness","1"
"Desk","1"
"Proinflammatory cytokine","4"
"Risk assessment","1"
"Malnutrition","4"
"Parenteral nutrition","2"
"Medical nutrition therapy","2"
"Clinical nutrition","2"
"Critically ill","1"
"Spore","1"
"Pathogen","1"
"Proteome","2"
"Metabolomics","2"
"Obligate","1"
"Metabolome","1"
"Endospore","1"
"Quantitative proteomics","1"
"Clostridioides","1"
"Adsorption","15"
"Metal-organic framework","15"
"Singlet state","4"
"Quantum yield","3"
"Chlorin","4"
"Cognition","3"
"Macroeconomics","5"
"Depression (economics)","4"
"Hypnosis","1"
"Hemodialysis","1"
"Mindfulness","2"
"Cognitive therapy","1"
"Mindfulness-based cognitive therapy","1"
"Multiple sclerosis","2"
"DNA methylation","8"
"Human genetics","3"
"Epigenome","5"
"Epigenetic therapy","4"
"Clinical significance","3"
"Adept","1"
"Raman spectroscopy","1"
"Linker","7"
"Supramolecular polymers","3"
"Modularity (biology)","3"
"Theology","2"
"Adjuvant chemotherapy","1"
"Hormone therapy","2"
"Vitality","1"
"Cohort study","2"
"Cohort","5"
"Gerontology","1"
"Physical activity","2"
"Prospective cohort study","1"
"Spleen","5"
"Solubility","1"
"Cmax","1"
"Dispersity","1"
"Zeta potential","3"
"Delivery system","5"
"Immune tolerance","3"
"Algorithm","3"
"Current (fluid)","2"
"State (computer science)","1"
"Grand Challenges","1"
"Caspase","1"
"Bcl-xL","2"
"Intrinsic apoptosis","1"
"Nanocages","3"
"Microwave imaging","2"
"Magnetite","1"
"Maghemite","1"
"Magnetite Nanoparticles","1"
"Human–computer interaction","2"
"Epigenesis","2"
"Food science","1"
"Polyphenol","2"
"Green tea","1"
"Antihypertensive drug","2"
"Artificial enzyme","1"
"Adjuvant therapy","4"
"Brain tumor","1"
"Glioblastoma","3"
"Glioma","3"
"Psychoanalysis","2"
"Psyche","1"
"Malaria","3"
"Chloroquine","1"
"Epstein–Barr virus","1"
"Glycoprotein","4"
"Glycosylation","3"
"Glycoproteomics","1"
"Glycan","3"
"Glycome","1"
"Glycomics","3"
"Glycobiology","1"
"Epithelial–mesenchymal transition","4"
"Transition (genetics)","1"
"Tumor ablation","4"
"Ceramic","1"
"Catalase","2"
"Liver cancer","13"
"Liver disease","1"
"Cardiac dysfunction","5"
"Cholesterol","2"
"Lovastatin","2"
"Silicon","2"
"Porosity","1"
"Porous silicon","1"
"Radical","10"
"Hydroxyl radical","7"
"Fenton reaction","6"
"Overproduction","1"
"Endocytosis","4"
"Nanodot","1"
"Niclosamide","1"
"Copolymer","8"
"Polymersome","5"
"Amphiphile","7"
"Meta-analysis","3"
"Geometry","7"
"Psychological intervention","8"
"Stress reduction","1"
"Reduction (mathematics)","3"
"Manganese","2"
"Metal","12"
"Cascade","1"
"Bioreactor","1"
"Cascade reaction","1"
"Electrode","7"
"Piezoelectricity","7"
"Mechanical energy","1"
"Nanogenerator","7"
"Triboelectric effect","7"
"Magnet","4"
"Energy (signal processing)","1"
"Electric field","1"
"Pressure sensor","1"
"Polyvinylpyrrolidone","1"
"Energy harvesting","2"
"Polyvinylidene fluoride","2"
"Bifunctional","1"
"Acquired resistance","4"
"Dopamine","1"
"Multiple drug resistance","6"
"Real-time polymerase chain reaction","1"
"Peripheral blood mononuclear cell","1"
"Ectopic expression","2"
"Endocrinology","6"
"Oncogene","8"
"Andrology","1"
"Molecular medicine","2"
"Lymph node","1"
"Multivariate analysis","3"
"Adenocarcinoma","3"
"Pathological","1"
"Stage (stratigraphy)","7"
"Univariate analysis","2"
"Diffuse large B-cell lymphoma","1"
"Cirrhosis","1"
"Transcriptome","2"
"Amino acid","5"
"Tryptophan","1"
"Kynurenine pathway","1"
"Kynurenine","1"
"Detoxification (alternative medicine)","2"
"Metabolic pathway","1"
"Indoleamine 2,3-dioxygenase","1"
"Tryptophan Metabolism","1"
"Cardiac function curve","2"
"Mann–Whitney U test","1"
"Beck Anxiety Inventory","1"
"Beck Depression Inventory","1"
"Acupressure","2"
"Wilcoxon signed-rank test","1"
"Worry","1"
"Heart rate","1"
"Randomized controlled trial","4"
"Heart rate variability","1"
"Host factors","1"
"Host response","1"
"Brachytherapy","1"
"Ophthalmology","3"
"Optometry","1"
"Radiosurgery","1"
"Multiple myeloma","4"
"Pathogenesis","1"
"Image (mathematics)","1"
"Image segmentation","1"
"Segmentation","1"
"Pattern recognition (psychology)","1"
"Deep learning","2"
"Segmentation-based object categorization","1"
"Scale-space segmentation","1"
"Artificial neural network","3"
"Recurrent neural network","1"
"Deep neural networks","1"
"Restricted Boltzmann machine","1"
"Deep belief network","1"
"Boltzmann machine","1"
"Performance status","1"
"Cellulose","1"
"Bacterial cellulose","1"
"Ventricular fibrillation","1"
"Electrophysiology","1"
"Ventricular tachycardia","1"
"Repolarization","1"
"QT interval","1"
"Torsades de pointes","1"
"ST segment","1"
"Benign early repolarization","1"
"Ventricular Repolarization","1"
"Cisplatin","8"
"Dipeptide","1"
"Camptothecin","2"
"Serous fluid","1"
"Cervical cancer","3"
"Immunohistochemistry","10"
"Tumor progression","7"
"Vimentin","1"
"Tumor-associated macrophage","1"
"Cell migration","1"
"M2 Macrophage","1"
"Osteosarcoma","2"
"MMP9","1"
"Downregulation and upregulation","4"
"STAT3","2"
"Intravasation","1"
"Extravasation","1"
"Imidazolate","1"
"Extracellular matrix","6"
"Stroma","6"
"Clonogenic assay","1"
"Brain cancer","3"
"Repurposing","5"
"Disulfiram","1"
"Drug repositioning","4"
"Osteonectin","1"
"Alkaline phosphatase","1"
"Fibronectin","2"
"Osteocalcin","1"
"Desmoplasia","3"
"Pancreatic tumor","1"
"Fibroblast","1"
"Coordination complex","1"
"Imine","1"
"Environmental science","3"
"Waste management","1"
"Environmental chemistry","1"
"Contamination","1"
"Environmental protection","1"
"Environmental planning","1"
"Process (computing)","3"
"Valence (chemistry)","1"
"Glutamine","2"
"Small molecule","10"
"Puma","1"
"MCL1","1"
"Gastroenterology","4"
"Carcinoembryonic antigen","1"
"CD8","1"
"Pirarubicin","1"
"Epirubicin","1"
"Bioactive glass","2"
"Scaffold","1"
"Mutant","3"
"Mutation","5"
"Phenotype","8"
"MAPK/ERK pathway","5"
"CRISPR","1"
"V600E","1"
"KRAS","4"
"Neuroblastoma RAS viral oncogene homolog","1"
"Exon","1"
"Malignant pleural effusion","3"
"Crizotinib","3"
"Mitoxantrone","1"
"Gemcitabine","3"
"Antibiotics","4"
"Bacteroides","1"
"Porphyromonas gingivalis","1"
"Periodontitis","1"
"Fusobacterium nucleatum","1"
"Fusobacterium","1"
"Bacteroides fragilis","1"
"Atrial fibrillation","1"
"Ambulatory","1"
"Sinus rhythm","1"
"Interquartile range","1"
"Natriuretic peptide","1"
"Structural motif","1"
"Carbazole","1"
"Surface micromachining","1"
"Economies of agglomeration","1"
"Visible spectrum","1"
"Plasmonic nanoparticles","6"
"Geology","3"
"Public health","3"
"Crystallography","7"
"Center (category theory)","4"
"Tissue transglutaminase","2"
"Cell survival","1"
"Computer vision","1"
"Sampling (signal processing)","1"
"Filter (signal processing)","1"
"Primary tumor","1"
"EZH2","1"
"Long non-coding RNA","1"
"Neurotrophin","2"
"Trk receptor","2"
"Protein kinase domain","1"
"Aggregation-induced emission","4"
"Cationic polymerization","1"
"Flexibility (engineering)","2"
"Osteoarthritis","1"
"Articular cartilage","1"
"Articular cartilage repair","1"
"Chondroitin sulfate","1"
"Cartilage","1"
"Glycosaminoglycan","1"
"3D bioprinting","1"
"Coating","3"
"Lipid bilayer","4"
"Tumor antigen","1"
"Antibody-drug conjugate","1"
"Catabolism","1"
"Transcription factor","1"
"KEAP1","1"
"Effector","3"
"Protein engineering","1"
"Avidity","1"
"Phage display","3"
"Neoplasm","1"
"Doping","2"
"Laser","4"
"Laser diode","1"
"Diode","1"
"Lanthanide","2"
"Excitation","4"
"Analytical Chemistry (journal)","2"
"Nanocrystal","1"
"Ionophore","1"
"Salinomycin","1"
"Anakinra","1"
"Acute promyelocytic leukemia","2"
"Arsenic trioxide","2"
"Arsenic","1"
"Literature","4"
"Dual (grammatical number)","5"
"Poly(amidoamine)","1"
"Amidoamine","1"
"Escherichia coli","2"
"Peptide sequence","1"
"Open reading frame","1"
"Bacteriophage","2"
"Lytic cycle","1"
"Human virome","1"
"Phage therapy","2"
"ORFS","1"
"Bacterial virus","1"
"Filamentous bacteriophage","1"
"Uveitis","1"
"Melanoma","12"
"Irradiation","6"
"Tobacco mosaic virus","1"
"Medicinal chemistry","1"
"Pyrazoline","1"
"Oligonucleotide","1"
"Nucleic acid structure","1"
"Directed evolution","1"
"G-quadruplex","1"
"Systematic evolution of ligands by exponential enrichment","1"
"Directed Molecular Evolution","1"
"Genotype","2"
"DNA repair","11"
"Single-nucleotide polymorphism","2"
"Homologous recombination","2"
"XRCC1","2"
"Poly ADP ribose polymerase","7"
"Polymerase","8"
"PARP1","2"
"RAD51","2"
"Olaparib","4"
"Synthetic lethality","8"
"Lethality","1"
"Laser therapy","1"
"Nonalcoholic steatohepatitis","1"
"Nonalcoholic fatty liver disease","1"
"Fatty liver","1"
"Tolerability","2"
"Steatohepatitis","1"
"Lectin","2"
"Bilayer","2"
"Magnetic core","2"
"Agglomerate","2"
"Nickel","1"
"Ferrite (magnet)","1"
"Carbonic anhydrase inhibitor","2"
